solar_TIMESTAMP,CZE_BIK_Pab_Jt_3,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2016-06-01 00:15:34+00:00,22.499680519104004,12.9285,88.5905,0.0,0.0,0.5203,0.0,0.294851619,0.5007407618999999,0.0,0.1703212157986496
2016-06-01 00:25:34+00:00,12.201189994812012,13.1,87.7145,0.0,0.0,0.6975,0.0,0.2948727619,0.500719619,0.0,0.1854687302046414
2016-06-01 00:35:34+00:00,3.1424760818481445,13.077,87.886,0.0,0.0,0.545,0.0,0.294851619,0.5006984762,0.0,0.1826046938585027
2016-06-01 00:45:34+00:00,4.156708717346191,12.7915,89.0365,0.0,0.0,0.6098,0.0,0.294851619,0.5006984762,0.0,0.1622002787533599
2016-06-01 00:55:34+00:00,3.931283950805664,12.795,88.644,0.0,0.0,0.6802,0.0,0.2948304762,0.5006799762,0.0,0.1680457146385229
2016-06-01 01:05:34+00:00,3.783345222473145,12.658,88.9715,0.0,0.0,0.7833,0.0,0.2948304762,0.5006588332999999,0.0,0.1617389154856998
2016-06-01 01:15:34+00:00,2.395510673522949,12.5855,89.5355,0.0,0.0,0.8422,0.0,0.2948119762,0.5006588332999999,0.0,0.1527386097379693
2016-06-01 01:25:34+00:00,3.409862518310547,12.673,89.3945,0.0,0.0,0.726,0.0,0.2948119762,0.5006376905,0.0,0.1556886244921392
2016-06-01 01:35:34+00:00,7.291197776794434,12.757,89.1165,0.0,0.0,0.789,0.0,0.2948119762,0.5006376905,0.0,0.1606527700834423
2016-06-01 01:45:34+00:00,17.13871955871582,12.7495,89.3795,0.0,0.0,0.667,0.0,0.2947908333,0.5006191905,0.0,0.1566934796310203
2016-06-01 01:55:34+00:00,3.353357315063477,12.6505,89.89,0.0,0.0,0.789,0.0,0.2947908333,0.5006191905,0.0,0.1481956268712883
2016-06-01 02:05:34+00:00,3.205537796020508,12.6505,89.711,0.0,0.0,0.5545,0.0,0.2947908333,0.5005980476,0.0,0.1508194663579314
2016-06-01 02:15:34+00:00,4.142165184020996,12.6085,89.452,0.0,0.0,0.5602,0.0,0.2947908333,0.5005769047999999,0.0,0.1541901292807238
2016-06-01 02:25:34+00:00,2.212166786193848,12.6045,89.1015,0.0,0.0,0.6118,0.0,0.2947908333,0.5005769047999999,0.0,0.1592718719125619
2016-06-01 02:35:34+00:00,0.8243322372436523,12.3645,90.233,0.0,0.0,0.5508,0.0,0.2947723333,0.5005769047999999,0.0,0.1405015220300042
2016-06-01 02:45:34+00:00,0.0,12.3495,90.496,0.0,0.0,0.789,0.0,0.2947908333,0.5005584048,0.0,0.1365832817982718
2016-06-01 02:55:34+00:00,0.0,12.1095,92.5155,0.0,0.0,0.585,0.0,0.2947908333,0.5005372619,0.0,0.1058734837444923
2016-06-01 03:05:34+00:00,0.0,11.9415,94.0775,0.0,0.0,0.6785,0.0,0.2947723333,0.5005372619,0.0,0.0828542553595571
2016-06-01 03:15:34+00:00,0.0,11.9415,94.089,0.0,0.0,0.808,0.0,0.2947723333,0.5005187619,0.0,0.0826933733103153
2016-06-01 03:25:34+00:00,0.5214214324951172,11.7855,94.672,0.0,0.0,0.5907,0.0,0.2947511905,0.5005187619,0.0,0.0737729786072163
2016-06-01 03:35:34+00:00,0.0,11.557,95.4605,0.0,0.0,0.6213,0.0,0.2947511905,0.500497619,0.0,0.0619118417083599
2016-06-01 03:45:34+00:00,0.0,11.5875,95.7005,0.0,0.0,0.7433,0.0,0.2947511905,0.500497619,0.0,0.058757184014217
