solar_TIMESTAMP,ZAF_NOO_E3_IRR_Mdo_Jt_4,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2008-05-15 23:20:37+00:00,34.064200273475734,15.29,73.97,0.0,0.0,4.652,0.0,0.1,0.0974,0.0,0.4522576018449031
2008-05-16 00:20:34+00:00,5.099822656400933,13.7,82.3,0.0,0.0,4.61,2.794,0.1,0.0974,0.0,0.2774912843496198
2008-05-16 01:20:34+00:00,19.882986024056763,14.08,83.2,0.0,0.0,4.851,0.0,0.1,0.0974,0.0,0.2699630613609303
2008-05-16 02:20:34+00:00,66.24768834923897,13.22,86.4,0.0,0.0,5.025,0.254,0.101,0.0974,0.0,0.2066468274845179
2008-05-16 03:20:34+00:00,113.09720543867228,13.1,90.9,0.0,0.0,5.014,0.508,0.101,0.0974,0.0,0.137191285573351
2008-05-16 04:20:34+00:00,0.0,12.57,83.6,0.0,0.0,5.79,0.508,0.101,0.0974,0.0,0.2388099605796538
2008-05-16 05:20:34+00:00,0.0,12.7,88.2,0.0,0.0,6.193,0.0,0.101,0.0974,0.0,0.1732983921485056
2008-05-16 06:20:34+00:00,58.15836394282344,12.51,89.0,0.0,0.0,4.547,0.254,0.101,0.0974,0.0,0.159547669306596
2008-05-16 07:20:34+00:00,0.3103060182312819,12.23,94.0,0.6180000000000001,1.3064520000000002,3.59,1.778,0.102,0.0974,137.88289029227104,0.0854386490351997
2008-05-16 08:20:34+00:00,198.2808815990669,12.33,91.5,23.74,50.18635999999999,5.073,0.0,0.1,0.0974,379.8332892125176,0.1218370405655258
2008-05-16 09:20:34+00:00,209.17695689048412,12.84,85.0,61.54,130.09555999999998,5.249,0.0,0.098,0.0974,579.4670836062792,0.2223250174179185
2008-05-16 10:20:34+00:00,527.896053835812,13.82,77.53,211.8,447.7452,5.661,0.0,0.096,0.0974,723.1800581791742,0.3550320821087458
2008-05-16 11:20:34+00:00,978.6941489283996,14.23,81.8,143.6,303.57039999999995,5.876,0.0,0.096,0.0974,801.1787952962414,0.2953171796704039
2008-05-16 12:20:34+00:00,431.0685218895852,14.38,75.93,85.2,180.1128,5.161,0.0,0.095,0.0974,808.1480495724123,0.3943761501353939
2008-05-16 13:20:34+00:00,2285.0983460289763,14.64,74.27,82.3,173.98219999999998,3.947,0.254,0.093,0.0974,743.6129517185759,0.428718580658169
2008-05-16 14:20:34+00:00,573.0522720032689,14.58,83.3,64.4,136.1416,3.767,0.0,0.094,0.0974,611.9713598459296,0.2771827391301407
2008-05-16 15:20:34+00:00,375.8231316782914,13.13,93.2,49.74,105.15036,3.297,0.0,0.094,0.0974,422.1941545951311,0.102717756951532
2008-05-16 16:20:34+00:00,233.50634270569373,12.08,89.8,45.75,96.7155,3.495,0.0,0.095,0.0974,187.2139026983497,0.1438179378415716
2008-05-16 17:20:34+00:00,31.54936186597354,11.62,79.0,5.11,10.80254,4.385,0.0,0.097,0.0974,0.0,0.2872388719515126
2008-05-16 18:20:34+00:00,50.49719735254158,9.8,75.44,0.139,0.293846,1.868,0.0,0.097,0.0974,0.0,0.2975694577326039
2008-05-16 19:20:34+00:00,23.037906899005964,9.1,62.87,0.0,0.0,0.975,0.0,0.098,0.0974,0.0,0.4291631525251629
2008-05-16 20:20:34+00:00,0.0,9.09,66.27,0.0,0.0,1.021,0.0,0.099,0.0974,0.0,0.3896015309970192
2008-05-16 21:20:34+00:00,37.56271199905984,8.38,74.44,0.0,0.0,1.177,0.0,0.098,0.0974,0.0,0.2813775996264559
2008-05-16 22:20:34+00:00,0.0,7.533,75.19,0.0,0.0,1.041,0.0,0.099,0.0974,0.0,0.2578061668506907
2008-05-16 23:20:34+00:00,16.42773841690341,7.854,63.94,0.0,0.0,1.399,0.0,0.099,0.0974,0.0,0.3830106083548953
2008-05-17 00:20:31+00:00,0.2974104043109783,7.928,68.65,0.0,0.0,1.175,0.0,0.099,0.0974,0.0,0.3346673902799865
2008-05-17 01:20:31+00:00,45.94814722163252,6.949,63.84,0.0,0.0,1.078,0.0,0.099,0.0974,0.0,0.3610052933709753
2008-05-17 02:20:31+00:00,55.9898405769637,7.475,80.1,0.0,0.0,1.114,0.0,0.099,0.0974,0.0,0.2059667373226759
2008-05-17 03:20:31+00:00,61.32551483827897,5.434,67.92,0.0,0.0,1.538,0.0,0.099,0.0974,0.0,0.2884291679733948
2008-05-17 04:20:31+00:00,248.8537900383166,6.493,70.18,0.0,0.0,1.745,0.0,0.099,0.0974,0.0,0.2885114952538
2008-05-17 05:20:31+00:00,0.0,6.539,63.64,0.0,0.0,2.115,0.0,0.099,0.0974,0.0,0.3529040084125771
2008-05-17 06:20:31+00:00,46.40437435740111,7.038,59.3,0.0,0.0,2.009,0.0,0.099,0.0974,0.0,0.4088215681835546
2008-05-17 07:20:31+00:00,117.3034596197984,7.286,56.93,14.35,30.3359,2.014,0.0,0.099,0.0974,134.2658263656178,0.4400481129209377
2008-05-17 08:20:31+00:00,402.1341738667828,8.69,59.28,178.4,377.1376,1.677,0.0,0.098,0.0974,375.8256017185649,0.4577896596473646
2008-05-17 09:20:31+00:00,971.0574060699296,11.84,37.93,362.4,766.1135999999999,2.527,0.0,0.095,0.0974,575.1652232558489,0.8614290366695807
2008-05-17 10:20:31+00:00,817.4428461027344,16.01,28.0,517.6,1094.2064,3.609,0.0,0.093,0.0974,718.7006965766516,1.310002852477801
2008-05-17 11:20:31+00:00,1264.2183210295782,17.97,22.54,620.6,1311.9484,3.526,0.0,0.093,0.0974,796.6508252053669,1.5957527801488234
2008-05-17 12:20:31+00:00,1419.1673427317028,19.77,14.96,662.7,1400.9478,3.384,0.0,0.092,0.0974,803.7037438761822,1.9603388062972693
2008-05-17 13:20:31+00:00,1336.9280240454225,20.74,12.92,636.3,1345.1382,3.765,0.0,0.089,0.0974,739.3788874802406,2.131337969494225
2008-05-17 14:20:31+00:00,1403.2445965584209,21.93,8.8,539.3,1140.0802,3.055,0.0,0.09,0.0974,608.0597301925837,2.400996465569839
2008-05-17 15:20:31+00:00,656.8103283581655,22.36,11.5,388.6,821.5004,2.844,0.0,0.09,0.0974,418.69506473510006,2.3917167518469307
2008-05-17 16:20:31+00:00,342.20637641903994,21.53,16.78,185.4,391.9356,2.479,0.0,0.091,0.0974,184.18917904766928,2.1380306495032646
2008-05-17 17:20:31+00:00,297.38431233084583,18.18,17.4,20.29,42.89306,1.581,0.0,0.093,0.0974,0.0,1.72424609598544
2008-05-17 18:20:31+00:00,112.919821030755,16.47,24.44,0.033,0.069762,1.125,0.0,0.093,0.0974,0.0,1.415689093723248
2008-05-17 19:20:31+00:00,160.35294632958335,15.39,23.36,0.0,0.0,1.193,0.0,0.094,0.0974,0.0,1.3401570657422537
2008-05-17 20:20:31+00:00,72.32831529615608,15.02,26.48,0.0,0.0,1.01,0.0,0.094,0.0974,0.0,1.2553858335824344
2008-05-17 21:20:31+00:00,33.01006619267578,15.24,28.71,0.0,0.0,1.636,0.0,0.093,0.0974,0.0,1.2346539366524734
2008-05-17 22:20:31+00:00,288.3031783933972,15.1,31.28,0.0,0.0,1.655,0.0,0.093,0.0974,0.0,1.179480123372773
2008-05-17 23:20:31+00:00,137.72733017926956,14.98,31.79,0.0,0.0,2.222,0.0,0.093,0.0974,0.0,1.1617197365529215
2008-05-18 00:20:28+00:00,248.3529349801772,14.69,32.57,0.0,0.0,2.27,0.0,0.093,0.0974,0.0,1.1271647755130043
2008-05-18 01:20:28+00:00,147.40518729268467,15.97,34.43,0.0,0.0,2.888,0.0,0.092,0.0974,0.0,1.1899679026111174
2008-05-18 02:20:28+00:00,192.50565125748625,14.72,36.97,0.0,0.0,2.039,0.0,0.092,0.0974,0.0,1.0556557706251788
2008-05-18 03:20:28+00:00,136.9609614594115,13.77,43.11,0.0,0.0,1.785,0.0,0.093,0.0974,0.0,0.8959607853355189
