solar_TIMESTAMP,CAN_TUR_P39_PRE_Pst_Js_2,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2010-07-16 19:02:41+00:00,358.8113458323175,24.49,73.3999999999998,69.46,118.3,2.508,0.0,0.0964375,0.077,105.02201073962142,0.8173677535079564
2010-07-16 19:32:41+00:00,253.95624979150816,23.88,78.1999999999999,22.020000000000003,34.7300000000001,2.369,0.0,0.0964375,0.077,0.0,0.6458234228615893
2010-07-16 20:02:41+00:00,167.19556557793803,23.44,81.0999999999999,7.734000000000001,0.0,2.027,0.0,0.0964375,0.078,0.0,0.5452800249961083
2010-07-16 20:32:41+00:00,106.91635212955232,23.21,82.1999999999999,6.158,0.0,2.02,0.0,0.0964375,0.078,0.0,0.5064670748698235
2010-07-16 21:02:41+00:00,67.89625174681143,23.13,83.2999999999999,6.215000000000001,0.0,2.007,0.0,0.0964375,0.077,0.0,0.4728778730924619
2010-07-16 21:32:41+00:00,50.15937963633378,23.24,84.1999999999999,6.5360000000000005,0.0,2.075,0.0,0.0964375,0.077,0.0,0.4503757306766704
2010-07-16 22:02:41+00:00,33.74507972748926,23.27,83.6999999999999,6.543000000000001,0.0,2.068,0.0,0.0964375,0.077,0.0,0.4654703196083689
2010-07-16 22:32:41+00:00,26.15797939691277,23.58,78.6999999999999,6.965000000000001,0.0,2.171,0.0,0.0962083333333333,0.077,0.0,0.6197271627832714
2010-07-16 23:02:41+00:00,22.572736059146656,23.89,75.7999999999999,6.968000000000001,0.0,2.314,0.0,0.0958472222222222,0.077,0.0,0.7173540701032213
2010-07-16 23:32:41+00:00,19.102402136498583,24.15,76.2999999999999,7.025,0.0,2.521,0.0,0.0958472222222222,0.077,0.0,0.7135805459348656
2010-07-17 00:02:37+00:00,12.466167169296304,24.37,77.4999999999999,7.089,0.0,2.602,0.0,0.0958472222222222,0.077,0.0,0.6864368326817951
2010-07-17 00:32:37+00:00,3.794796851241404,24.33,82.0999999999999,7.143000000000001,0.0,2.663,0.0,0.0958472222222222,0.077,0.0,0.5447925856824392
2010-07-17 01:02:37+00:00,3.8623842144188383,24.53,81.4999999999999,7.971000000000001,0.0,2.838,0.0,0.0955138888888889,0.077,0.0,0.5698311998451868
2010-07-17 01:32:37+00:00,0.0,24.35,85.5999999999999,7.1850000000000005,0.0,2.823,0.0,0.0955138888888889,0.077,0.0,0.438793960010011
2010-07-17 02:02:37+00:00,0.0,24.16,89.1,7.007000000000001,0.0,2.64,0.0,0.0955138888888889,0.077,0.0,0.3283836435225358
2010-07-17 02:32:37+00:00,4.066472789693112,24.4,78.3999999999999,7.673000000000001,0.0,3.174,0.0,0.0955138888888889,0.077,0.0,0.6601635330516236
2010-07-17 03:02:37+00:00,19.74915855036522,24.44,72.3999999999998,7.407000000000001,0.0,3.069,0.0,0.0955138888888889,0.077,0.0,0.8455634624260409
2010-07-17 03:32:37+00:00,19.841880737018236,24.32,71.2999999999998,6.939000000000001,0.0,2.72,0.0,0.0955138888888889,0.077,0.0,0.8729714261163388
2010-07-17 04:02:37+00:00,12.219170991465608,23.96,72.2999999999998,6.631000000000001,0.0,2.56,0.0,0.0955902777777778,0.077,0.0,0.8245627790511127
2010-07-17 04:32:37+00:00,2.9085315332597554,23.6,74.3999999999998,7.086,0.0,2.26,0.0,0.0953611111111111,0.077,0.0,0.7457338880870501
2010-07-17 05:02:37+00:00,4.791175910784515,23.18,77.3999999999999,17.4,0.0,2.016,0.0,0.0953611111111111,0.077,75.92637606376654,0.6418784501605521
2010-07-17 05:32:37+00:00,23.20645178592233,22.98,79.4999999999999,56.92,101.4,1.798,0.0,0.0953611111111111,0.077,191.79653647135223,0.5752383816600659
2010-07-17 06:02:37+00:00,49.92408618203276,23.19,80.1999999999999,126.45,249.6,1.802,0.0,0.0953611111111111,0.077,309.92530444883323,0.5626934410220112
2010-07-17 06:32:37+00:00,94.97765402874472,23.4,81.1999999999999,127.55,254.8,1.783,0.0,0.0950277777777778,0.078,428.2917052772465,0.5410884935345748
2010-07-17 07:02:37+00:00,119.08113718623083,23.56,83.5999999999999,167.55,339.900000000001,1.703,0.0,0.0950277777777778,0.077,544.8706974750296,0.4765864722339907
2010-07-17 07:32:37+00:00,167.05166566947165,24.0,84.7999999999999,269.45,550.100000000001,1.495,0.0,0.0950277777777778,0.077,657.6678177111933,0.4535554565291679
2010-07-17 08:02:37+00:00,231.73948998000412,24.5,83.5999999999999,255.95,530.400000000001,2.294,0.0,0.0950277777777778,0.077,764.7533026193355,0.5042424443445839
2010-07-17 08:32:37+00:00,268.6004806669538,24.88,82.7999999999999,376.85,784.000000000001,2.872,0.0,0.0943611111111111,0.077,864.2951037471486,0.540975327881636
2010-07-17 09:02:37+00:00,335.21560695981606,25.7,80.5999999999999,644.75,1353.0,3.357,0.0,0.0940277777777778,0.077,954.5902308107962,0.6406435473585201
2010-07-17 09:32:37+00:00,383.9444340487311,26.65,73.0999999999998,739.05,1575.0,3.162,0.0,0.0940277777777778,0.077,1034.0938870237926,0.9395584998232912
2010-07-17 10:02:37+00:00,404.03232569928616,27.03,70.0999999999998,821.05,1760.0,4.077,0.0,0.0931041666666667,0.077,1101.4458980417944,1.0679143946770853
2010-07-17 10:32:37+00:00,401.4435256859257,26.78,76.5999999999999,720.05,1526.0,4.348,0.0,0.0931041666666667,0.077,1155.493982365794,0.8235819325208888
2010-07-17 11:02:37+00:00,414.0982651738624,26.53,80.8,773.05,1628.0,4.475,0.0,0.092875,0.077,1195.313465082995,0.6658950747193404
2010-07-17 11:32:37+00:00,434.6457457039416,26.43,80.2999999999999,823.05,1758.0,4.918,0.0,0.0921805555555556,0.077,1220.2230976718693,0.6792237421916933
2010-07-17 12:02:37+00:00,447.6145870915646,26.77,75.8999999999999,969.05,2092.0,4.617,0.0,0.0916180555555556,0.077,1229.7967132162355,0.847720670190323
2010-07-17 12:32:37+00:00,460.7001199873095,27.3,71.2999999999999,974.05,2111.0,4.678,0.0,0.0910277777777778,0.077,1223.8705176217045,1.041400693800243
2010-07-17 13:02:37+00:00,465.8881529776182,27.59,69.1399999999999,959.05,2067.0,5.007,0.0,0.0906180555555556,0.077,1202.545892088065,1.1389271397145762
2010-07-17 13:32:37+00:00,463.1010376974653,27.8,67.4899999999998,927.05,1977.0,4.736,0.0,0.0896944444444444,0.077,1166.1876588857665,1.2146174692401752
2010-07-17 14:02:37+00:00,468.2850239287812,28.02,66.4199999999998,918.05,1936.0,4.579,0.0,0.0894652777777778,0.077,1115.417840099762,1.2707794869163591
2010-07-17 14:32:37+00:00,449.6878495001601,27.73,65.8199999999998,605.65,1260.0,4.503,0.0,0.0887708333333334,0.076,1051.105016111716,1.2718074696468586
2010-07-17 15:02:37+00:00,416.0934182869294,26.65,65.9399999999999,219.15,468.3,4.621,0.0,0.0885416666666667,0.077,974.3494658728608,1.1896417287725338
2010-07-17 15:32:37+00:00,361.659443328246,25.87,67.1499999999999,134.55,285.4,3.278,0.0,0.0878472222222222,0.077,886.464343186555,1.0957755535471794
2010-07-17 16:02:37+00:00,352.0788816353021,26.23,67.9499999999999,290.95,596.100000000001,2.474,0.0,0.0875416666666667,0.076,788.9532110371549,1.092076239666178
2010-07-17 16:32:37+00:00,393.3603986108039,27.38,65.1799999999999,420.95,833.000000000001,2.864,0.0,0.0871805555555556,0.076,683.4843183100969,1.2693979942557403
2010-07-17 17:02:37+00:00,383.4680168223916,27.66,63.8799999999999,301.25,598.100000000001,2.766,0.0,0.0866180555555556,0.076,571.8620589813839,1.3385138739772406
2010-07-17 17:32:37+00:00,324.0114220822357,26.75,65.2499999999999,81.86,166.1,2.776,0.0,0.0866180555555556,0.076,455.9961020577771,1.2208998353217226
2010-07-17 18:02:37+00:00,255.34724745862437,26.11,68.5899999999999,66.25,130.2,1.787,0.0,0.0860277777777778,0.076,337.8687204002677,1.0627132684568568
2010-07-17 18:32:37+00:00,222.1573384663708,25.92,70.6999999999999,70.46,132.9,1.872,0.0,0.0860277777777778,0.076,219.50087737822,0.9802537590775886
2010-07-17 19:02:37+00:00,305.6835808694061,25.91,71.6999999999999,90.75,147.1,2.65,0.0,0.0860277777777778,0.076,102.91765155329118,0.9462381158458396
2010-07-17 19:32:37+00:00,270.44480189861787,25.38,75.6,34.2,54.3400000000001,2.213,0.0,0.0860277777777778,0.076,0.0,0.7906066879075571
2010-07-17 20:02:37+00:00,200.3923309365753,24.53,83.5,8.108,0.0,1.961,0.0,0.0853333333333333,0.076,0.0,0.5082278268889482
2010-07-17 20:32:37+00:00,142.43787521170583,23.94,100.0,5.485,0.0,1.727,0.0,0.0856666666666667,0.076,0.0,0.0
2010-07-17 21:02:37+00:00,95.2127923041039,23.44,100.0,5.228000000000001,0.0,1.521,0.0,0.0854375,0.076,0.0,0.0
2010-07-17 21:32:37+00:00,70.69240459174934,22.93,100.0,5.130000000000001,0.0,1.499,0.0,0.0854375,0.076,0.0,0.0
2010-07-17 22:02:37+00:00,60.69541509196471,22.33,100.0,4.94,0.0,1.577,0.0,0.0854375,0.076,0.0,0.0
2010-07-17 22:32:37+00:00,55.26173306500629,21.8,100.0,5.093000000000001,0.0,1.638,0.0,0.0854375,0.076,0.0,0.0
2010-07-17 23:02:37+00:00,45.88534863206259,21.54,100.0,5.134,0.0,1.849,0.0,0.0854375,0.076,0.0,0.0
2010-07-17 23:32:37+00:00,48.83927350085544,21.1,100.0,5.323,0.0,2.328,0.0,0.0854375,0.076,0.0,0.0
2010-07-18 00:02:34+00:00,68.94911618056014,20.47,97.9000000000001,4.9,0.0,1.869,0.0,0.0854375,0.076,0.0,0.0505508560012701
2010-07-18 00:32:34+00:00,63.36226099737607,19.73,100.0,4.3100000000000005,0.0,1.673,0.0,0.0854375,0.076,0.0,0.0
