solar_TIMESTAMP,CZE_LAN_Qro_Jt_6,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2016-05-06 03:41:03+00:00,0.0,10.3535,84.331,0.0,0.0,1.066082884,0.0,0.40905,0.4231749999999999,0.0,0.1969777452
2016-05-06 03:51:03+00:00,0.0,10.361,84.346,0.0,0.0,1.148027961,0.0,0.409125,0.4231499999999999,0.0,0.1968878155
2016-05-06 04:01:03+00:00,0.0,10.3535,84.3805,0.0,0.0,1.503034757,0.0,0.4090749999999999,0.4231749999999999,0.0,0.196355472
2016-05-06 04:11:03+00:00,0.0,10.193,85.0975,0.0,0.0,1.511136296,0.0,0.4090749999999999,0.4232499999999999,0.0,0.1853423113
2016-05-06 04:21:03+00:00,0.0,9.911,86.76,0.0,0.0,1.616323495,0.0,0.4090749999999999,0.4232,0.0,0.1615847388
2016-05-06 04:31:03+00:00,0.0,9.728,87.6105,0.0,0.0,1.480855133,0.0,0.409025,0.4232249999999999,0.0,0.1493594942
2016-05-06 04:41:03+00:00,0.0,9.5105,89.1325,0.093238742,0.1971067005879999,1.884471164,0.0,0.40905,0.4232249999999999,15.537417896367046,0.1291099335
2016-05-06 04:51:03+00:00,0.0,9.602,89.0485,10.24222222,21.65205777308,1.543542453,0.0,0.409025,0.4232249999999999,50.813270550069255,0.1309109447
2016-05-06 05:01:03+00:00,0.0,9.728,88.255,22.91259259,48.43722073526,1.365574213,0.0,0.409,0.4232249999999999,86.54486996239211,0.1415898349
2016-05-06 05:11:03+00:00,0.0,9.6285,88.5105,38.43481481,81.25119850834,1.438355255,0.0,0.40875,0.4232249999999999,122.66419222300824,0.1375868937
2016-05-06 05:21:03+00:00,0.0,9.6975,88.1295,56.87407407,120.23179258398,1.480855133,0.0,0.40875,0.423275,159.10247531174278,0.1428099328
2016-05-06 05:31:03+00:00,0.0,9.831,87.172,77.74962963,164.36271703782,1.492941036,0.0,0.40875,0.42325,195.7903500040125,0.1557187041
2016-05-06 05:41:03+00:00,0.0,10.0675,85.9705,92.31037037,195.14412296218,1.204738736,0.0,0.4087,0.4232249999999999,232.65797193252104,0.1730251689
2016-05-06 05:51:03+00:00,0.0,10.342,84.8915,131.5762963,278.15229037819995,1.273535414,0.0,0.408575,0.4232249999999999,269.63515455292776,0.1897857085
2016-05-06 06:01:03+00:00,0.0,10.67,83.24,165.2037037,349.2406296218,1.680073312,0.0,0.40825,0.4232499999999999,306.6515027614079,0.215190168
2016-05-06 06:11:03+00:00,0.0,10.8185,82.6335,165.1059259,349.0339273526,1.67808113,0.0,0.4081749999999999,0.423275,343.6365469088438,0.2251937557
2016-05-06 06:21:03+00:00,0.0,11.116,81.6955,225.72,477.17208,1.608221956,0.0,0.408075,0.423275,380.51987695704753,0.2420985523
2016-05-06 06:31:03+00:00,0.0,11.5205,79.8725,245.7644444,519.5460354616,1.798408911,0.0,0.40805,0.4232249999999999,417.2312765212884,0.2734456989
2016-05-06 06:41:03+00:00,0.0,11.608,79.7925,272.3681481,575.7862650833999,2.103876786,0.0,0.408125,0.4232,453.70085654436167,0.2761266303999999
2016-05-06 06:51:03+00:00,155.41991591453552,11.917,78.98,302.5488889,639.5883511346,1.556690853,0.0,0.4081,0.4231749999999999,489.8591883472199,0.2931526814
2016-05-06 07:01:03+00:00,367.6224835216999,12.3215,77.794,333.2266667,704.4411734038,1.781276147,0.0,0.4080249999999999,0.4232499999999999,525.637435803078,0.3180561126
2016-05-06 07:11:03+00:00,647.0049675554037,12.9885,75.8945,362.5437037,766.4173896217999,1.335160238,0.0,0.407825,0.4231749999999999,560.967486383807,0.360703138
2016-05-06 07:21:03+00:00,974.3727054446936,13.5455,73.084,392.5777778,829.9094222691999,1.437292758,0.0,0.407825,0.4231749999999999,595.7820808280097,0.4176704455
2016-05-06 07:31:03+00:00,1392.9127529263496,13.919,71.2685,422.9622222,894.1421377308,1.522292514,0.0,0.40785,0.4231749999999999,630.0149411854237,0.456804137
2016-05-06 07:41:03+00:00,1907.4242431670427,14.289,69.6515,452.8088889,957.2379911346,1.519237836,0.0,0.407875,0.4231749999999999,663.6008969925618,0.4942284393999999
2016-05-06 07:51:03+00:00,2448.3279269188643,14.842,67.6455,481.302963,1017.474463782,1.455488018,0.0,0.40785,0.423075,696.4760093401683,0.5460595843
2016-05-06 08:01:03+00:00,3042.01553016901,15.0865,66.387,509.0637037,1076.1606696218,1.484839497,0.0,0.4079,0.4231,728.5776925959576,0.5763025973
2016-05-06 08:11:03+00:00,3803.652223199606,15.601,65.1895,536.4822222,1134.1234177308,1.06209852,0.0,0.40785,0.423075,759.844833551153,0.6168782525000001
2016-05-06 08:21:03+00:00,4406.9371577352285,16.234,63.065,564.5362963,1193.4297303782,0.909364583,0.0,0.40785,0.423075,790.217907763678,0.6815496068
2016-05-06 08:31:03+00:00,5214.159771800041,16.2685,61.555,588.1659259,1243.3827673526,1.497058212,0.0,0.40785,0.4229499999999999,819.6390928768777,0.7109749976999999
2016-05-06 08:41:03+00:00,5877.426624298096,16.7035,60.529,614.8592593,1299.8124741601998,1.050942302,0.0,0.4078999999999999,0.42295,848.0523786977365,0.7504345762
2016-05-06 08:51:03+00:00,6706.243233755231,16.94,58.5345,640.8762963,1354.8124903782,1.169277901,0.0,0.4078999999999999,0.422925,875.4036738252454,0.8002754535
2016-05-06 09:01:03+00:00,7395.901344716549,17.626,56.41,663.5933333,1402.8363065962,1.298769717,0.0,0.407875,0.4228499999999999,901.6409086256688,0.8785713531000001
2016-05-06 09:11:03+00:00,7927.207697182894,17.6035,55.7845,683.9718519,1445.9164949166,1.618448489,0.0,0.4078,0.4229,926.714134359253,0.8899148779000001
2016-05-06 09:21:03+00:00,8451.316051185131,18.0265,54.45,706.2488889,1493.0101511346,1.125848337,0.0,0.4076249999999999,0.422875,950.5756182686864,0.9415198773
2016-05-06 09:31:03+00:00,8997.018400579691,18.7935,52.459,725.0303704,1532.7142030256,0.9731144,0.0,0.4075999999999999,0.4228,973.17993444939,1.031064969
2016-05-06 09:41:03+00:00,9449.148640036585,18.9915,51.17,748.5214815,1582.374411891,1.170340397,0.0,0.4076249999999999,0.4227249999999999,994.4840503278148,1.072194114
2016-05-06 09:51:03+00:00,10023.642048239708,18.961,48.5765,767.0585185,1621.561708109,1.541550272,0.0,0.40765,0.4227,1014.4474085835116,1.126994583
2016-05-06 10:01:03+00:00,10602.934122085571,18.778,48.0655,785.017037,1659.5260162179998,1.606229774,0.0,0.4076249999999999,0.4226999999999999,1033.032004358946,1.125260372
2016-05-06 10:11:03+00:00,11259.002976119518,19.56,45.827,798.3637037,1687.7408696218,1.199691876,0.0,0.4075999999999999,0.4226749999999999,1050.2024576100555,1.232364127
2016-05-06 10:21:03+00:00,11730.3269430995,19.453,45.3385,810.4962963,1713.3891703782,1.376597619,0.0,0.407625,0.422625,1065.926080459779,1.23523659
2016-05-06 10:31:03+00:00,12360.00407114625,19.991,42.7795,826.9962963,1748.2701703782,0.750521288,0.0,0.4076249999999999,0.422625,1080.1729394264105,1.33694851
2016-05-06 10:41:03+00:00,12857.719764113426,19.7545,42.322,839.2266667,1774.1251734038,1.794424547,0.0,0.4078,0.422475,1092.9159124082437,1.3280336419999998
2016-05-06 10:51:03+00:00,13326.644398272038,20.0555,40.7585,854.757037,1806.956376218,1.918736691,0.0,0.407975,0.42265,1104.130740316118,1.389705341
2016-05-06 11:01:03+00:00,13884.342476725578,19.838,39.763,864.9014815,1828.401731891,1.865213407,0.0,0.407775,0.4226999999999999,1113.796073255426,1.394153256
2016-05-06 11:11:03+00:00,14348.47031533718,20.235,37.898,876.5533333,1853.0337465962,1.623495349,0.0,0.407825,0.422875,1121.8935111698584,1.473066461
2016-05-06 11:21:03+00:00,14853.384006768463,20.399,37.124,880.7251852,1861.8530415128,1.616323495,0.0,0.4078,0.423075,1128.4076388693331,1.506605838
2016-05-06 11:31:03+00:00,15147.162955254316,20.4865,37.3375,885.8666667,1872.7221334038,2.010908302,0.0,0.407875,0.423,1133.3260553755226,1.509616575
2016-05-06 11:41:03+00:00,15481.727756559849,20.647,36.3,892.2711111,1886.2611288654,2.18688436,0.0,0.4079,0.4229,1136.6393975291437,1.549866045
2016-05-06 11:51:03+00:00,15864.28014934063,21.0015,35.5105,889.9977778,1881.4553022692,2.078642483,0.0,0.40785,0.42295,1138.341357813959,1.603662745
2016-05-06 12:01:03+00:00,16102.87444293499,20.483,36.239,894.4140741,1890.7913526474,2.526750574,0.0,0.4079,0.423,1138.4286963636812,1.53574928
2016-05-06 12:11:03+00:00,16379.856191575527,20.952,35.6325,896.7444444,1895.7177554616,1.720581009,0.0,0.4081,0.423025,1136.9012471288438,1.595768927
2016-05-06 12:21:03+00:00,16572.866901755333,21.2685,36.0865,896.2066667,1894.5808934038,1.898549249,0.0,0.408225,0.422975,1133.7619181919388,1.615591328
2016-05-06 12:31:03+00:00,16830.655857920647,21.1425,36.1435,814.9614815,1722.828571891,1.394792879,0.0,0.408225,0.4229,1129.0166862302217,1.601726167
2016-05-06 12:41:03+00:00,16435.841247439384,20.929,36.4295,487.3651852,1030.2900015128,1.753916851,0.0,0.4082,0.422875,1122.674585136691,1.573784175
2016-05-06 12:51:03+00:00,15760.31030714512,21.154,35.9455,537.1096296,1135.4497569744,1.471691097,0.0,0.4081,0.4229,1114.7476888209874,1.607826639
2016-05-06 13:01:03+00:00,16205.243483185768,21.623,34.168,877.4251852,1854.8768415128,1.711416973,0.0,0.4081,0.422875,1105.2510882228555,1.700590801
2016-05-06 13:11:03+00:00,16753.344230353832,21.9055,33.31,766.5207407,1620.4248458398,0.738435385,0.0,0.408125,0.4229,1094.2028625820349,1.7527294640000002
2016-05-06 13:21:03+00:00,16192.979395389557,21.745,32.2345,517.2607407,1093.4892058398,1.244183936,0.0,0.408125,0.422875,1081.6240450191713,1.7636347570000002
2016-05-06 13:31:03+00:00,16227.636009454727,21.6915,31.155,430.9718519,911.0744949166,1.470761412,0.0,0.408075,0.4228499999999999,1067.538582493405,1.785883722
2016-05-06 13:41:03+00:00,15674.46917295456,21.219,29.992,353.262963,746.7979037819999,1.370621074,0.0,0.4081,0.42285,1051.9732902126932,1.764284595
2016-05-06 13:51:03+00:00,15524.380899965763,21.8825,26.941,651.9414815,1378.204291891,0.827419505,0.0,0.408125,0.4228499999999999,1034.957800583884,1.917425882
2016-05-06 14:01:03+00:00,16489.956207573414,23.076,23.9625,821.4148148,1736.4709184872,0.77070873,0.0,0.408375,0.4229,1016.52450679954,2.145597961
2016-05-06 14:11:03+00:00,17057.25161731243,23.08,23.8825,825.057037,1744.170576218,1.622432852,0.0,0.408375,0.4229,996.7085011689426,2.14837475
2016-05-06 14:21:03+00:00,17207.072466611862,22.7025,24.359,811.5637037,1715.6456696218,1.644745288,0.0,0.40845,0.422875,975.5475083107958,2.086693641
2016-05-06 14:31:03+00:00,17366.4925172925,22.7255,24.7555,824.5762963,1743.1542903782,1.902666425,0.0,0.408375,0.422875,953.081813334726,2.078651402
2016-05-06 14:41:03+00:00,17485.12391000986,22.9885,27.452,623.8385185,1318.794628109,1.573823617,0.0,0.40845,0.4228499999999999,929.3541851482372,2.0363300420000003
2016-05-06 14:51:03+00:00,17023.129850625992,22.447,29.5725,384.1851852,812.1674815127999,2.803796656,0.0,0.40875,0.422825,904.4097950353272,1.912980302
2016-05-06 15:01:03+00:00,16134.06389951706,21.6345,32.0095,251.0118519,530.6390549166,1.875307128,0.0,0.4088,0.4228,878.296130661525,1.757584807
2016-05-06 15:11:03+00:00,15496.923219412563,21.726,32.6275,271.7325926,574.4427007563999,1.746877808,0.0,0.4088,0.422825,851.0629056692696,1.751373231
2016-05-06 15:21:03+00:00,15130.901537835598,21.562,31.7805,180.3511111,381.2622488654,2.1686891,0.0,0.4088,0.422825,822.7619650356571,1.755705021
2016-05-06 15:31:03+00:00,14474.565260112286,21.421,32.494,186.6088889,394.4911911346,1.630534392,0.0,0.408775,0.42285,793.44718637268,1.722417551
2016-05-06 15:41:03+00:00,14022.168532013891,21.646,32.795,375.0592593,792.8752741602,2.322352722,0.0,0.408775,0.422875,763.1743773579609,1.738500787
2016-05-06 15:51:03+00:00,14711.82617545128,22.3475,30.995,576.1311111,1217.9411688654,2.679484512,0.0,0.4088,0.422875,732.0011694911308,1.863043829
2016-05-06 16:01:03+00:00,15250.330526381733,22.386,31.651,533.28,1127.3539199999998,2.28901688,0.0,0.4088,0.422875,699.9869083783168,1.8496557
2016-05-06 16:11:03+00:00,15328.175131231546,22.115,33.779,473.0977778,1000.1287022692,2.788656074,0.0,0.4088,0.422875,667.1925407532427,1.762767084
2016-05-06 16:21:03+00:00,14954.953581094742,21.604,34.092,416.9977778,881.5333022691999,2.941390012,0.0,0.408825,0.422925,633.6804984505451,1.700577688
2016-05-06 16:31:03+00:00,14740.085192024708,21.7985,33.226,457.8525926,967.9003807564,2.616797191,0.0,0.4089,0.4229,599.5145795516705,1.743516398
2016-05-06 16:41:03+00:00,14578.000254929066,21.6575,31.544,402.5837037,851.0619496218,2.811898195,0.0,0.408925,0.422925,564.7598269299054,1.772107443
2016-05-06 16:51:03+00:00,14293.553084135056,21.7375,31.689,362.2992593,765.9006341602,2.060447223,0.0,0.40885,0.4229,529.4824044258081,1.777017576
2016-05-06 17:01:03+00:00,13855.551417917011,21.7755,30.713,324.1007407,685.1489658398,2.042251962,0.0,0.40885,0.422925,493.74947088858,1.806594109
2016-05-06 17:11:03+00:00,13417.5516217947,21.5275,31.0295,279.5955556,591.0650045384,2.497399096,0.0,0.408925,0.422925,457.62905232310334,1.7712911930000002
2016-05-06 17:21:03+00:00,12890.777446329594,21.787,31.163,263.8207407,557.7170458398,1.810627626,0.0,0.408825,0.422925,421.1899123867181,1.7961213959999998
2016-05-06 17:31:03+00:00,12577.538281679152,21.7795,30.8005,249.1703704,526.7461630255999,1.548589314,0.0,0.4089,0.4229,384.5014214810575,1.804753325
2016-05-06 17:41:03+00:00,12297.887906432152,21.7945,29.5955,210.5318519,445.06433491659993,1.951142848,0.0,0.40905,0.422925,347.63342468939186,1.837862497
2016-05-06 17:51:03+00:00,11893.477834761145,21.722,29.9195,173.2133333,366.1729865962,1.644745288,0.0,0.409275,0.422975,310.6561088101232,1.821323664
2016-05-06 18:01:03+00:00,11342.711266130207,21.772,30.545,141.6718519,299.4942949166,1.168215404,0.0,0.40935,0.42295,273.63986873991325,1.810587596
2016-05-06 18:11:03+00:00,10789.545364677906,21.7565,30.7205,127.7874074,270.1425792436,0.958903503,0.0,0.4093,0.422975,236.6551734605464,1.804304108
2016-05-06 18:21:03+00:00,10377.93542444706,21.5585,31.4145,114.9703704,243.0473630256,1.391871013,0.0,0.409325,0.42305,199.772431885018,1.764746658
2016-05-06 18:31:03+00:00,9937.534425407648,20.395,37.444,84.59407407,178.83187258398,2.318368359,0.0,0.40935,0.423,163.06185881782835,1.498568192
2016-05-06 18:41:03+00:00,9290.796414017675,19.5025,41.4905,58.87037037,124.45196296218,1.924846049,0.0,0.4091749999999999,0.4230249999999999,126.5933412849804,1.326267482
2016-05-06 18:51:03+00:00,8636.860404163599,18.9535,44.0765,38.67925926,81.76795407564,1.722573191,0.0,0.409125,0.423,90.43630548809296,1.22504283
2016-05-06 19:01:03+00:00,7963.729731738567,18.343,46.639,23.72740741,50.15973926474,1.152145137,0.0,0.409125,0.4230249999999999,54.65958463566143,1.12510982
2016-05-06 19:11:03+00:00,7240.215407684445,17.8665,48.611,13.29777778,28.11150222692,0.666584028,0.0,0.4091749999999999,0.423125,19.33128790340931,1.051575583
2016-05-06 19:21:03+00:00,6605.473592877388,17.5155,49.8045,6.119259259,12.936114073526,1.358402359,0.0,0.40915,0.423125,0.0,1.004679345
2016-05-06 19:31:03+00:00,6157.874595373869,17.0085,51.742,0.0,0.0,0.743482245,0.0,0.409175,0.4231499999999999,0.0,0.9354218024
2016-05-06 19:41:03+00:00,5611.906224861741,16.631,53.443,0.0,0.0,1.112699938,0.0,0.40915,0.4231499999999999,0.0,0.8810877850000001
2016-05-06 19:51:03+00:00,5188.301023095846,16.3715,54.587,0.0,0.0,1.218816821,0.0,0.4090999999999999,0.4231499999999999,0.0,0.8453655649
2016-05-06 20:01:03+00:00,4889.458322897553,16.2725,55.1135,0.0,0.0,1.263308881,0.0,0.409125,0.4232250000000001,0.0,0.8303112551
2016-05-06 20:11:03+00:00,4588.214887306094,15.7345,57.398,0.0,0.0,0.841497589,0.0,0.409125,0.4233,0.0,0.7614336375999999
2016-05-06 20:21:03+00:00,4248.58446419239,15.727,57.646,0.0,0.0,1.11973898,0.0,0.4090749999999999,0.4233,0.0,0.7566377729
2016-05-06 20:31:03+00:00,3904.155375435949,15.4945,58.95,0.0,0.0,1.081223465,0.0,0.40915,0.4233,0.0,0.7224995715
2016-05-06 20:41:03+00:00,3607.710605487227,15.3075,60.6775,0.0,0.0,1.367566395,0.0,0.4090999999999999,0.4233249999999999,0.0,0.6838388425999999
2016-05-06 20:51:03+00:00,3364.0516251325607,15.2885,61.086,0.0,0.0,1.448448976,0.0,0.4090999999999999,0.423375,0.0,0.6759094945
2016-05-06 21:01:03+00:00,3146.783435717225,15.0595,61.883,0.0,0.0,1.424144358,0.0,0.40905,0.4233249999999999,0.0,0.6523903857
2016-05-06 21:11:03+00:00,2910.321518778801,15.2275,61.017,0.0,0.0,1.695213894,0.0,0.4089,0.423375,0.0,0.6744595413
2016-05-06 21:21:03+00:00,2904.1904099285603,14.9985,61.677,0.0,0.0,1.69122953,0.0,0.408975,0.4233999999999999,0.0,0.6533459765
2016-05-06 21:31:03+00:00,2773.296331986785,14.9565,60.96,0.0,0.0,1.603175095,0.0,0.408975,0.423425,0.0,0.6637721635
2016-05-06 21:41:03+00:00,2668.7949150800705,15.132,57.7565,0.0,0.0,1.462659873,0.0,0.408975,0.42345,0.0,0.7263973261000001
2016-05-06 21:51:03+00:00,2641.0698108375072,15.216,54.442,0.0,0.0,1.391871013,0.0,0.409,0.42345,0.0,0.7876337712
2016-05-06 22:01:03+00:00,2589.3518459051847,14.9185,55.1745,0.0,0.0,1.490948854,0.0,0.4090749999999999,0.4235,0.0,0.7602761967
2016-05-06 22:11:03+00:00,2396.076984703541,14.7355,55.857,0.0,0.0,1.515253472,0.0,0.409225,0.4235,0.0,0.7399196149
2016-05-06 22:21:03+00:00,2385.146275162697,14.537,56.086,0.0,0.0,1.335160238,0.0,0.40915,0.423575,0.0,0.7267076909
2016-05-06 22:31:03+00:00,2388.6120300740004,14.48,55.2775,0.0,0.0,1.250160481,0.0,0.40905,0.423575,0.0,0.7373656983
2016-05-06 22:41:03+00:00,2356.088727712631,14.232,56.166,0.0,0.0,1.359464856,0.0,0.408825,0.423575,0.0,0.711211136
2016-05-06 22:51:03+00:00,2158.0156683921814,14.003,56.7,0.0,0.0,1.285621317,0.0,0.408875,0.4236,0.0,0.692193728
2016-05-06 23:01:03+00:00,2075.106844305992,13.763,57.7145,0.0,0.0,1.257332336,0.0,0.408825,0.4236,0.0,0.6655201592
2016-05-06 23:11:03+00:00,1824.2493979632852,13.366,60.0255,0.0,0.0,1.087332823,0.0,0.408825,0.423625,0.0,0.6130919132
2016-05-06 23:21:03+00:00,1647.7693989872932,12.939,62.2225,0.0,0.0,0.786911808,0.0,0.4088,0.423625,0.0,0.5634565064
2016-05-06 23:31:03+00:00,1413.7063473463058,12.2755,65.441,0.0,0.0,0.543201569,0.0,0.4086249999999999,0.4236499999999999,0.0,0.4934923955
2016-05-06 23:41:03+00:00,1232.4276827275753,11.5775,70.807,0.0,0.0,0.585701447,0.0,0.4086,0.42365,0.0,0.3981054932
2016-05-06 23:51:03+00:00,1072.7430135011673,11.4745,71.238,0.0,0.0,0.71306827,0.0,0.4086,0.42365,0.0,0.3895630474
2016-05-07 00:01:03+00:00,941.8494030833244,11.177,72.859,0.0,0.0,0.594732671,0.0,0.4086,0.4237,0.0,0.3604283918
2016-05-07 00:11:06+00:00,846.9443824142218,10.8795,73.477,0.0,0.0,0.818255469,0.0,0.408575,0.4236750000000001,0.0,0.3453263634
2016-05-07 00:21:06+00:00,728.0469685792923,10.5325,76.6195,0.0,0.0,1.049879805,0.0,0.408575,0.42375,0.0,0.2974542489
2016-05-07 00:31:06+00:00,635.5417482554913,10.773,73.7515,0.0,0.0,1.290668178,0.0,0.40855,0.42375,0.0,0.3393383233
2016-05-07 00:41:06+00:00,487.8523405641317,10.853,72.146,0.0,0.0,1.484839497,0.0,0.408375,0.423725,0.0,0.3620169074
2016-05-07 00:51:06+00:00,359.35806296765804,10.914,71.326,0.0,0.0,1.332105559,0.0,0.4083,0.4237749999999999,0.0,0.3741899509
2016-05-07 01:01:06+00:00,439.6005980670452,11.0245,70.1665,0.0,0.0,1.514190975,0.0,0.408325,0.4237749999999999,0.0,0.392191944
2016-05-07 01:11:06+00:00,447.8645510971546,11.036,69.701,0.0,0.0,1.68618267,0.0,0.40825,0.42405,0.0,0.398615929
2016-05-07 01:21:06+00:00,451.3303060084581,10.994,69.5105,0.0,0.0,1.494933218,0.0,0.4083,0.424125,0.0,0.4000040406
2016-05-07 01:31:06+00:00,454.79606091976166,10.8795,70.1245,0.0,0.0,1.393863195,0.0,0.4082,0.4243,0.0,0.388975522
2016-05-07 01:41:06+00:00,458.2618158310652,10.5515,72.1265,0.0,0.0,1.413120952,0.0,0.4081,0.424175,0.0,0.3550654334999999
2016-05-07 01:51:06+00:00,368.1554608047009,10.5365,71.8405,0.0,0.0,1.391871013,0.0,0.408025,0.4242499999999999,0.0,0.3583498482
2016-05-07 02:01:06+00:00,342.8296893835068,10.3495,72.409,0.0,0.0,1.231035536,0.0,0.407875,0.424225,0.0,0.3467586055
2016-05-07 02:11:06+00:00,123.1626346707344,10.4755,71.223,0.0,0.0,1.427199037,0.0,0.4077249999999999,0.42455,0.0,0.3647202458
2016-05-07 02:21:06+00:00,205.8040350675583,10.338,71.589,0.0,0.0,1.140988919,0.0,0.4075249999999999,0.424475,0.0,0.3567899325
2016-05-07 02:31:06+00:00,151.68720483779907,9.995,73.469,0.0,0.0,0.819317965,0.0,0.4075499999999999,0.42455,0.0,0.3256202495
2016-05-07 02:41:06+00:00,107.16770589351654,9.8805,74.2165,0.0,0.0,0.72621667,0.0,0.4075249999999999,0.42455,0.0,0.3140262052
2016-05-07 02:51:06+00:00,41.05421155691147,9.869,74.4645,0.0,0.0,1.006450242,0.0,0.4075499999999999,0.4246000000000001,0.0,0.3107659182
2016-05-07 03:01:06+00:00,0.0,10.0175,73.6715,0.0,0.0,1.171270082,0.0,0.4075249999999999,0.42455,0.0,0.3236224533
2016-05-07 03:11:06+00:00,0.0,9.968,73.614,0.0,0.0,1.335160238,0.0,0.407325,0.424575,0.0,0.3232551804
2016-05-07 03:21:06+00:00,0.0,9.8155,74.1325,0.0,0.0,1.677018634,0.0,0.407325,0.42455,0.0,0.3136783705
2016-05-07 03:31:06+00:00,0.0,9.785,74.068,0.0,0.0,1.733729409,0.0,0.407275,0.4245,0.0,0.3138174626
2016-05-07 03:41:06+00:00,0.0,9.686,74.499,0.0,0.0,1.975447466,0.0,0.40725,0.4245,0.0,0.306556913
2016-05-07 03:51:06+00:00,0.0,9.545,75.3305,0.0,0.0,2.044244144,0.0,0.40715,0.42455,0.0,0.2937637426
2016-05-07 04:01:06+00:00,0.0,9.4,76.1885,0.0,0.0,1.798408911,0.0,0.4070499999999999,0.424575,0.0,0.2807933819
2016-05-07 04:11:06+00:00,42.68727265298367,9.5755,74.7775,0.0,0.0,1.900541431,0.0,0.4069,0.4246,0.0,0.3009655087
2016-05-07 04:21:06+00:00,0.0,9.6785,73.7855,0.0,0.0,1.899611746,0.0,0.4067499999999999,0.42465,0.0,0.3149754177
2016-05-07 04:31:06+00:00,54.516563192009926,9.751,73.168,0.0,0.0,1.840908789,0.0,0.4068,0.424625,0.0,0.3239685404
2016-05-07 04:41:06+00:00,60.43167598545551,9.64,73.736,0.860900294,1.819943221516,1.553636174,0.0,0.406825,0.424625,20.96315646997265,0.3147548725
2016-05-07 04:51:06+00:00,54.35012467205525,9.278,75.971,10.72296296,22.66834369744,1.079231283,0.0,0.406775,0.424575,56.17612788611522,0.2810388821
2016-05-07 05:01:06+00:00,0.0,9.1785,76.6385,24.26518519,51.29660149166,1.371550759,0.0,0.4067,0.4246,91.84317110918514,0.2714049162999999
