solar_TIMESTAMP,USA_PJS_P08_AMB_Jmo_Js_7,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2015-06-27 01:05:33+00:00,0.0,16.11,79.4,0.0,0.0,1.193,0.0,0.07552265625,0.0498721428571428,0.0,0.3772069066135586
2015-06-27 01:20:33+00:00,0.0,15.9,77.7,0.0,0.0,1.328,0.0,0.0757421875,0.0498721428571428,0.0,0.4028952437743036
2015-06-27 01:35:33+00:00,0.0,15.81,76.7,0.0,0.0,1.525,0.0,0.07574453125,0.0498721428571428,0.0,0.4185465357957421
2015-06-27 01:50:33+00:00,0.0,15.81,76.0,0.0,0.0,1.42,0.0,0.07596171875,0.0498721428571428,0.0,0.4311208952402496
2015-06-27 02:05:33+00:00,0.0,15.81,76.7,0.0,0.0,0.971,0.0,0.07585546875,0.0498721428571428,0.0,0.4185465357957421
2015-06-27 02:20:33+00:00,0.0,15.83,77.8,0.0,0.0,1.228,0.0,0.0759640625,0.0498721428571428,0.0,0.399297316377871
2015-06-27 02:35:33+00:00,0.0,15.96,79.1,0.0,0.0,0.929,0.0,0.07628984375,0.0498721428571428,0.0,0.3790520716216403
2015-06-27 02:50:33+00:00,3.72448692,16.1,79.5,0.0,0.0,1.093,0.0,0.07618359375,0.0498721428571428,0.0,0.3751363151074309
2015-06-27 03:05:33+00:00,0.0,16.41,78.0,0.0,0.0,1.412,0.0,0.0762921875,0.0498721428571428,0.0,0.4106199015777905
2015-06-27 03:20:33+00:00,0.0,16.72,76.2,0.0,0.0,1.3,0.0,0.07640078125,0.0498721428571428,0.0,0.4530596558792619
2015-06-27 03:35:33+00:00,0.0,16.6,77.5,0.0,0.0,0.943,0.0,0.07629453125,0.0498721428571428,0.0,0.4250592287193437
2015-06-27 03:50:33+00:00,3.72448692,16.58,77.7,0.0,0.0,0.939,0.0,0.07629453125,0.0498721428571428,0.0,0.4207455907509758
2015-06-27 04:05:33+00:00,3.72448692,16.58,77.8,0.0,0.0,0.952,0.0,0.07629453125,0.0498721428571428,0.0,0.4188588392229446
2015-06-27 04:20:33+00:00,3.72448692,16.75,77.3,0.0,0.0,1.068,0.0,0.0765140625,0.0498721428571428,0.0,0.4329439524549854
2015-06-27 04:35:33+00:00,8.778025079999999,17.0,75.9,0.0,0.0,1.447,0.0,0.07629921875,0.0498721428571428,0.0,0.4669927738007771
2015-06-27 04:50:33+00:00,8.778025079999999,17.17,75.4,0.0,0.0,1.394,0.0,0.0763015625,0.0498721428571428,0.0,0.4818411174057688
2015-06-27 05:05:33+00:00,8.778025079999999,17.08,76.1,0.0,0.0,1.013,0.0,0.0763015625,0.0498721428571428,47.25968688563084,0.4654704279782216
2015-06-27 05:20:33+00:00,14.518844999999995,16.9,77.1,0.0,0.0,0.88,0.0,0.0763015625,0.0498721428571428,111.24662058225178,0.4409357449647202
2015-06-27 05:35:33+00:00,14.518844999999995,16.72,78.6,0.0,0.0,0.683,0.0,0.07619296875,0.0498721428571428,176.02234742414237,0.4073729678914373
2015-06-27 05:50:33+00:00,14.518844999999995,16.82,78.6,4.663779999999999,9.86,0.959,0.0,0.0761953125,0.0498721428571428,241.3095681845338,0.4099674749217099
2015-06-27 06:05:33+00:00,20.773272960000003,17.06,77.7,41.5767,87.9,1.214,0.0,0.0760890625,0.0498721428571428,306.82879394848766,0.4337594181916362
2015-06-27 06:20:33+00:00,34.5014802,17.49,76.9,86.3698,182.6,1.072,0.0,0.0761953125,0.0498721428571428,372.2995425803081,0.4617054430106939
2015-06-27 06:35:33+00:00,34.5014802,17.99,75.3,120.23659999999998,254.2,1.174,0.0,0.0764125,0.0502064285714285,437.4415394432827,0.5094848734476356
