solar_TIMESTAMP,CAN_TUR_P39_POS_Pst_Js_9,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2012-06-11 11:38:12+00:00,11531.471269723535,26.91,53.32,911.05,1932.0,2.284,0.0,0.104180555555556,0.144,1243.992560083706,1.655533379215489
2012-06-11 12:08:12+00:00,11538.95150094087,26.81,53.74,937.05,1987.0,2.538,0.0,0.103541666666667,0.144,1247.328368104869,1.6310306966016903
2012-06-11 12:38:12+00:00,11202.420288701427,27.08,54.3,743.05,1570.0,2.167,0.0,0.103541666666667,0.144,1235.3645872638008,1.6370233173093918
2012-06-11 13:08:12+00:00,10714.84698457406,26.85,56.71,664.4499999999999,1406.0,1.995,0.0,0.102618055555556,0.144,1208.3058649876427,1.5299053346090568
2012-06-11 13:38:12+00:00,9949.538761180298,26.26,59.68,446.55,944.0,1.734,0.0,0.102618055555556,0.144,1166.6150537655644,1.3763034531324694
2012-06-11 14:08:12+00:00,9381.593225646766,26.33,59.62,482.35,1031.0,1.824,0.0,0.102541666666667,0.144,1111.0052937884354,1.3840540937232697
2012-06-11 14:38:12+00:00,6785.069836269948,24.89,68.3,304.95,669.3,3.173,0.0,0.102208333333333,0.144,1042.4278143198007,0.9976246926195738
2012-06-11 15:08:12+00:00,3512.8405151438715,22.86,81.9000000000001,194.75,417.2,3.564,0.25,0.101979166666667,0.143,962.0556624629428,0.5042181538467734
2012-06-11 15:38:12+00:00,1878.8887909250984,21.87,88.9000000000001,136.75,289.0,2.793,0.28,0.101618055555556,0.144,871.2636376519101,0.2911589731650914
2012-06-11 16:08:12+00:00,1033.6998824740967,21.55,91.7000000000001,113.05,234.1,2.062,0.34,0.101979166666667,0.143,771.6047750965581,0.2134988842829694
2012-06-11 16:38:12+00:00,609.7052936655708,21.4,93.1000000000001,98.55,202.9,1.371,0.17,0.101541666666667,0.144,664.7837804438758,0.1758651712945695
2012-06-11 17:08:12+00:00,364.391510334096,21.43,93.9000000000001,68.9,136.5,1.153,0.18,0.101951388888889,0.144,552.6278700669552,0.1557608495453086
2012-06-11 17:38:12+00:00,225.4481595865607,21.3,93.8000000000001,46.81,83.8000000000002,1.803,0.7,0.1023125,0.142,437.0555157716888,0.1570587088371144
2012-06-11 18:08:12+00:00,134.95902202321943,21.19,94.9000000000001,45.53,77.5000000000001,1.498,0.4,0.101951388888889,0.143,320.0436285559823,0.1283251188382315
2012-06-11 18:38:12+00:00,109.84396926929868,21.17,95.3000000000001,35.17,51.8300000000001,1.743,0.29,0.102284722222222,0.142,203.59374275677956,0.1181154132597059
2012-06-11 19:08:12+00:00,60.1014734226626,21.15,95.8000000000001,17.524,0.0,1.285,0.25,0.102569444444444,0.143,89.69777901870603,0.1054205167317863
2012-06-11 19:38:12+00:00,38.5838258924965,21.17,96.5000000000001,12.136,0.0,0.881000000000002,0.11,0.102284722222222,0.143,0.0,0.087958286469993
2012-06-11 20:08:12+00:00,50.80109157565279,21.13,97.0,11.921,0.0,1.489,1.56,0.110534722222222,0.143,0.0,0.0752080202922167
2012-06-11 20:38:12+00:00,51.94945594700116,20.93,97.2,11.705,0.0,1.643,0.82,0.11425,0.143,0.0,0.0693372977349171
2012-06-11 21:08:12+00:00,41.86416911694906,20.67,97.4000000000001,11.609,0.0,1.378,0.0,0.114784722222222,0.143,0.0,0.0633629860871107
2012-06-11 21:38:12+00:00,22.27271713695741,20.15,97.3,11.59,0.0,1.19,0.0,0.114833333333333,0.143,0.0,0.0637222019018559
2012-06-11 22:08:12+00:00,23.24949078678008,20.41,97.3,12.016,0.0,1.388,0.0,0.114395833333333,0.144,0.0,0.0647538273156671
2012-06-11 22:38:12+00:00,14.895511005735475,20.77,97.2,11.93,0.0,2.103,0.12,0.114805555555556,0.142,0.0,0.0686584100660283
2012-06-11 23:08:12+00:00,15.799925153924644,20.68,96.9,11.941,0.0,2.64,0.0,0.114395833333333,0.143,0.0,0.0755947120931446
2012-06-11 23:38:12+00:00,16.71416361881676,20.65,95.5,12.074,0.0,2.431,0.0,0.1140625,0.143,0.0,0.1095317101304149
