solar_TIMESTAMP,USA_PJS_P04_AMB_Ped_Js_4,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2011-09-01 16:25:15+00:00,241.797442896,18.46,82.9,43.043,91.0,1.428,0.0,0.0801253125,0.07276875,549.7364483140677,0.36
2011-09-01 16:40:15+00:00,241.797442896,18.48,83.3,42.9957,90.9,0.789,0.0,0.080634375,0.0731406249999999,483.1669821087895,0.36
2011-09-01 16:55:15+00:00,220.648218192,18.88,81.0,33.7722,71.4,0.983,0.0,0.08106265625,0.0731406249999999,414.9963386471143,0.41
2011-09-01 17:10:15+00:00,200.092005792,19.42,83.4,16.26174,34.38,0.352,0.254,0.081676875,0.0738843749999999,345.5165635261482,0.37
2011-09-01 17:25:15+00:00,200.092005792,19.23,77.3,22.74657,48.09,0.879,0.0,0.082198125,0.07425625,275.0253107680266,0.51
2011-09-01 17:40:15+00:00,180.13637779200002,19.53,66.8,10.424919999999998,22.04,1.373,0.0,0.0829053125,0.073884375,203.82456765930095,0.75
2011-09-01 17:55:15+00:00,180.13637779200002,19.25,74.0,3.1946419999999995,6.754,0.619,0.0,0.08335796875,0.073884375,132.21936102611804,0.58
2011-09-01 18:10:15+00:00,180.13637779200002,18.89,80.4,0.0,0.0,0.768,0.0,0.08443703125,0.073884375,60.51645048731046,0.43
2011-09-01 18:25:15+00:00,160.791295104,19.55,65.8,0.0,0.0,1.972,0.0,0.0848896875,0.073884375,0.0,0.78
2011-09-01 18:40:15+00:00,123.988835232,21.74,48.1,0.0,0.0,2.481,0.0,0.08497046875,0.07425625,0.0,1.35
2011-09-01 18:55:15+00:00,123.988835232,22.56,42.9,0.0,0.0,2.626,0.0,0.08497046875,0.07425625,0.0,1.56
2011-09-01 19:10:15+00:00,123.988835232,22.52,44.9,0.0,0.0,3.501,0.0,0.08515640625,0.07425625,0.0,1.5
2011-09-01 19:25:15+00:00,123.988835232,21.06,52.5,0.0,0.0,4.285,0.0,0.08515640625,0.07425625,0.0,1.19
2011-09-01 19:40:15+00:00,106.570400256,20.86,51.9,0.0,0.0,3.828,0.0,0.08562125,0.07425625,0.0,1.19
2011-09-01 19:55:15+00:00,73.84573944,21.29,47.8,0.0,0.0,3.949,0.0,0.08554046875,0.07425625,0.0,1.32
2011-09-01 20:10:15+00:00,44.26922260799999,21.52,46.8,0.0,0.0,3.811,0.0,0.0858315625,0.07425625,0.0,1.36
2011-09-01 20:25:15+00:00,44.26922260799999,21.44,48.0,0.0,0.0,3.424,0.0,0.08584375,0.07425625,0.0,1.33
2011-09-01 20:40:15+00:00,30.874184784,21.32,47.9,0.0,0.0,3.805,0.0,0.08584375,0.07425625,0.0,1.32
2011-09-01 20:55:15+00:00,18.626589936,21.23,48.7,0.0,0.0,3.815,0.0,0.0860296875,0.07425625,0.0,1.29
2011-09-01 21:10:15+00:00,18.626589936,20.99,49.3,0.0,0.0,3.658,0.0,0.086215625,0.07425625,0.0,1.26
2011-09-01 21:25:15+00:00,18.626589936,20.92,48.4,0.0,0.0,3.512,0.0,0.08612265625,0.07425625,0.0,1.28
2011-09-01 21:40:15+00:00,18.626589936,20.71,50.8,0.0,0.0,2.679,0.0,0.08629640625,0.07425625,0.0,1.2
2011-09-01 21:55:15+00:00,18.626589936,19.98,56.2,0.0,0.0,1.206,0.0,0.08629640625,0.07425625,0.0,1.02
2011-09-01 22:10:15+00:00,18.626589936,19.4,61.9,0.0,0.0,0.798,0.0,0.086389375,0.07425625,0.0,0.86
2011-09-01 22:25:15+00:00,18.626589936,19.04,64.8,0.0,0.0,0.722,0.0,0.08648234375,0.07425625,0.0,0.78
2011-09-01 22:40:15+00:00,18.626589936,18.34,69.6,0.0,0.0,1.049,0.0,0.08630859375,0.07425625,0.0,0.64
2011-09-01 22:55:15+00:00,18.626589936,17.96,72.2,0.0,0.0,0.613,0.0,0.086215625,0.07425625,0.0,0.57
2011-09-01 23:10:15+00:00,18.626589936,18.01,70.0,0.0,0.0,0.812,0.0,0.08630859375,0.07425625,0.0,0.62
2011-09-01 23:25:15+00:00,18.626589936,17.66,71.5,0.0,0.0,1.066,0.0,0.0860296875,0.07425625,0.0,0.58
2011-09-01 23:40:15+00:00,18.626589936,17.32,74.5,0.0,0.0,0.587,0.0,0.0858559375,0.07425625,0.0,0.5
2011-09-01 23:55:15+00:00,102.628853856,17.2,74.8,0.0,0.0,1.022,0.0,0.08576296875,0.07425625,0.0,0.49
2011-09-02 00:10:36+00:00,102.628853856,17.19,73.8,0.0,0.0,1.348,0.0,0.08594890625,0.07425625,0.0,0.51
2011-09-02 00:25:36+00:00,102.628853856,17.43,73.0,0.0,0.0,1.197,0.0,0.08594890625,0.07425625,0.0,0.54
2011-09-02 00:40:36+00:00,102.628853856,17.24,73.7,0.0,0.0,0.837,0.0,0.0858559375,0.07425625,0.0,0.52
2011-09-02 00:55:36+00:00,102.628853856,17.0,73.1,0.0,0.0,1.051,0.0,0.08567,0.07425625,0.0,0.52
2011-09-02 01:10:36+00:00,102.628853856,16.54,74.7,0.0,0.0,0.901,0.0,0.0854840625,0.07425625,0.0,0.48
2011-09-02 01:25:36+00:00,102.628853856,15.94,77.8,0.0,0.0,0.844,0.0,0.08521734375,0.0746281249999999,0.0,0.4
2011-09-02 01:40:36+00:00,102.628853856,15.43,80.6,0.0,0.0,0.937,0.0,0.08486984375,0.0746281249999999,0.0,0.34
2011-09-02 01:55:36+00:00,102.628853856,15.15,82.3,0.0,0.0,0.733,0.0,0.08486984375,0.07425625,0.0,0.3
2011-09-02 02:10:36+00:00,102.628853856,15.37,80.8,0.0,0.0,0.508,0.0,0.08468390625,0.0746281249999999,0.0,0.34
2011-09-02 02:25:36+00:00,102.628853856,14.91,82.9,0.0,0.0,0.808,0.0,0.08486984375,0.07425625,0.0,0.29
2011-09-02 02:40:36+00:00,102.628853856,14.47,85.4,0.0,0.0,0.692,0.0,0.084776875,0.07425625,0.0,0.24
2011-09-02 02:55:36+00:00,102.628853856,14.19,87.2,0.0,0.0,0.748,0.0,0.08451015625,0.07425625,0.0,0.21
2011-09-02 03:10:36+00:00,102.628853856,14.05,87.9,0.0,0.0,0.859,0.0,0.08451015625,0.07425625,0.0,0.19
2011-09-02 03:25:36+00:00,102.628853856,14.05,87.8,0.0,0.0,0.723,0.0,0.084255625,0.0738843749999999,0.0,0.2
2011-09-02 03:40:36+00:00,102.628853856,14.19,86.7,0.0,0.0,0.663,0.0,0.08388375,0.0738843749999999,0.0,0.22
2011-09-02 03:55:36+00:00,102.628853856,13.99,87.5,0.0,0.0,1.167,0.0,0.08371,0.0738843749999999,0.0,0.2
2011-09-02 04:10:36+00:00,102.628853856,14.05,87.0,0.0,0.0,1.061,0.0,0.08371,0.0738843749999999,0.0,0.21
2011-09-02 04:25:36+00:00,102.628853856,14.05,87.1,0.0,0.0,0.786,0.0,0.08371,0.0738843749999999,0.0,0.21
2011-09-02 04:40:36+00:00,102.628853856,13.94,87.3,0.0,0.0,1.014,0.0,0.08371,0.0738843749999999,0.0,0.2
2011-09-02 04:55:36+00:00,102.628853856,15.87,74.9,0.0,0.0,1.665,0.0,0.08371,0.0738843749999999,0.0,0.45
2011-09-02 05:10:36+00:00,102.628853856,16.06,74.4,0.0,0.0,0.541,0.0,0.08361703125,0.0738843749999999,0.0,0.47
2011-09-02 05:25:36+00:00,86.536932912,15.33,78.6,0.0,0.0,0.84,0.0,0.08361703125,0.0738843749999999,0.0,0.37
2011-09-02 05:40:36+00:00,102.628853856,14.54,83.4,0.0,0.0,0.743,0.0,0.0833503125,0.0738843749999999,12.593087482032988,0.27
2011-09-02 05:55:36+00:00,102.628853856,14.12,86.3,7.71936,16.32,0.551,0.0,0.0831765625,0.0738843749999999,84.30648251560486,0.22
2011-09-02 06:10:36+00:00,102.628853856,14.8,84.7,51.9354,109.8,0.796,0.0,0.0831765625,0.0738843749999999,156.10727272164326,0.26
2011-09-02 06:25:36+00:00,102.628853856,16.65,78.7,75.06509999999999,158.7,0.367,0.0,0.0831765625,0.07425625,227.68785950236105,0.4
2011-09-02 06:40:36+00:00,102.628853856,17.0,76.2,90.9106,192.2,0.585,0.0,0.08326953125,0.07425625,298.7415875707821,0.46
2011-09-02 06:55:36+00:00,102.628853856,18.12,72.4,118.723,251.0,0.741,0.0,0.0833503125,0.07425625,368.9640586796392,0.57
2011-09-02 07:10:36+00:00,102.628853856,19.4,68.6,259.677,549.0,0.519,0.0,0.08380296875,0.07425625,438.05443568132495,0.71
2011-09-02 07:25:36+00:00,136.762149888,20.74,62.6,318.6128,673.6,0.89,0.0,0.0840696875,0.0749999999999999,505.7167313324458,0.92
2011-09-02 07:40:36+00:00,192.501520416,20.83,63.0,353.331,747.0,0.74,0.0,0.08468390625,0.075371875,571.6610763213363,0.91
2011-09-02 07:55:36+00:00,274.783566384,22.27,54.2,389.752,824.0,1.229,0.0,0.08503140625,0.075371875,635.6049610864864,1.23
2011-09-02 08:10:36+00:00,390.020771376,22.57,50.7,484.825,1025.0,1.995,0.0,0.0852859375,0.075371875,697.2744461057275,1.35
2011-09-02 08:25:36+00:00,465.768459072,22.99,49.9,421.443,891.0,1.844,0.0,0.08554046875,0.0749999999999999,756.4053354712564,1.41
2011-09-02 08:40:36+00:00,465.768459072,22.24,51.4,312.4165,660.5,2.059,0.0,0.08588796875,0.0749999999999999,812.7443087227438,1.3
2011-09-02 08:55:36+00:00,465.768459072,21.98,53.1,381.711,807.0,2.096,0.0,0.08588796875,0.0749999999999999,866.0500060898648,1.24
2011-09-02 09:10:36+00:00,492.134317056,22.54,52.0,584.155,1235.0,2.115,0.0,0.0861546875,0.0749999999999999,916.094062494659,1.31
2011-09-02 09:25:36+00:00,574.643751264,23.08,49.7,619.1569999999999,1309.0,2.037,0.0,0.0868496875,0.0749999999999999,962.6620858844174,1.42
2011-09-02 09:40:36+00:00,632.548651104,23.87,47.8,642.334,1358.0,1.969,0.0,0.08747609375,0.0749999999999999,1005.5545757033386,1.54
2011-09-02 09:55:36+00:00,723.885030864,23.99,42.9,657.943,1391.0,2.412,0.0,0.087730625,0.0749999999999999,1044.587777568541,1.7
2011-09-02 10:10:36+00:00,755.554916736,24.22,42.2,691.053,1461.0,2.958,0.0,0.088078125,0.0749999999999999,1079.5944704887609,1.75
2011-09-02 10:25:36+00:00,755.554916736,24.52,41.9,743.083,1571.0,2.348,0.0,0.08851859375,0.0749999999999999,1110.424683253224,1.79
2011-09-02 10:40:36+00:00,820.781357328,24.86,41.1,793.694,1678.0,2.619,0.0,0.08941171875,0.0753718749999999,1136.946336921621,1.85
2011-09-02 10:55:36+00:00,888.584203584,25.02,41.3,721.798,1526.0,2.792,0.0,0.0894803124999999,0.0749999999999999,1159.0458106626331,1.86
2011-09-02 11:10:36+00:00,854.35598592,24.97,40.4,634.766,1342.0,2.398,0.0,0.08957328125,0.0749999999999999,1176.6284285170643,1.89
2011-09-02 11:25:36+00:00,888.584203584,25.72,38.7,777.139,1643.0,2.65,0.0,0.08993296875,0.0749999999999999,1189.6188650000192,2.03
2011-09-02 11:40:36+00:00,854.35598592,26.32,34.9,777.139,1643.0,2.953,0.0,0.09001375,0.0749999999999999,1197.961467804593,2.23
2011-09-02 11:55:36+00:00,854.35598592,26.84,32.9,777.139,1643.0,2.65,0.0,0.09045421875,0.0753718749999999,1201.6204962245497,2.37
2011-09-02 12:10:36+00:00,854.35598592,27.11,32.7,777.139,1643.0,3.128,0.0,0.0908946875,0.075371875,1200.5802742744877,2.42
2011-09-02 12:25:36+00:00,854.35598592,27.85,32.5,777.139,1643.0,2.59,0.0,0.091254375,0.075371875,1194.8452578515405,2.53
2011-09-02 12:40:36+00:00,787.850762544,27.94,31.3,777.139,1643.0,2.959,0.0,0.091428125,0.075371875,1184.440015650814,2.59
