solar_TIMESTAMP,USA_PJS_P08_AMB_Ped_Js_3,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2011-09-01 19:40:15+00:00,507.770661888,20.86,51.9,0.0,0.0,3.828,0.0,0.1244680555555555,0.046525,0.0,1.19
2011-09-01 19:55:15+00:00,468.508658688,21.29,47.8,0.0,0.0,3.949,0.0,0.1243618055555555,0.046525,0.0,1.32
2011-09-01 20:10:15+00:00,404.4555048959999,21.52,46.8,0.0,0.0,3.811,0.0,0.1241881944444444,0.04695,0.0,1.36
2011-09-01 20:25:15+00:00,450.50328576,21.44,48.0,0.0,0.0,3.424,0.0,0.1239951388888889,0.046525,0.0,1.33
2011-09-01 20:40:15+00:00,450.50328576,21.32,47.9,0.0,0.0,3.805,0.0,0.1238118055555555,0.04695,0.0,1.32
2011-09-01 20:55:15+00:00,450.50328576,21.23,48.7,0.0,0.0,3.815,0.0,0.1238118055555555,0.046525,0.0,1.29
2011-09-01 21:10:15+00:00,439.93262592,20.99,49.3,0.0,0.0,3.658,0.0,0.123725,0.046525,0.0,1.26
2011-09-01 21:25:15+00:00,409.384092672,20.92,48.4,0.0,0.0,3.512,0.0,0.1232326388888889,0.04695,0.0,1.28
2011-09-01 21:40:15+00:00,450.50328576,20.71,50.8,0.0,0.0,2.679,0.0,0.1233486111111111,0.04695,0.0,1.2
2011-09-01 21:55:15+00:00,419.9547525119999,19.98,56.2,0.0,0.0,1.206,0.0,0.1232423611111111,0.046525,0.0,1.02
2011-09-01 22:10:15+00:00,332.433073152,19.4,61.9,0.0,0.0,0.798,0.0,0.1229430555555555,0.04695,0.0,0.86
2011-09-01 22:25:15+00:00,326.152876032,19.04,64.8,0.0,0.0,0.722,0.0,0.1228465277777777,0.046525,0.0,0.78
2011-09-01 22:40:15+00:00,318.909302784,18.34,69.6,0.0,0.0,1.049,0.0,0.1227305555555555,0.0460999999999999,0.0,0.64
2011-09-01 22:55:15+00:00,318.909302784,17.96,72.2,0.0,0.0,0.613,0.0,0.1225375,0.046525,0.0,0.57
2011-09-01 23:10:15+00:00,360.2530068479999,18.01,70.0,0.0,0.0,0.812,0.0,0.12264375,0.0460999999999999,0.0,0.62
2011-09-01 23:25:15+00:00,313.50537216,17.66,71.5,0.0,0.0,1.066,0.0,0.1225472222222222,0.0460999999999999,0.0,0.58
2011-09-01 23:40:15+00:00,288.693070848,17.32,74.5,0.0,0.0,0.587,0.0,0.1224506944444444,0.0460999999999999,0.0,0.5
2011-09-01 23:55:15+00:00,449.615268864,17.2,74.8,0.0,0.0,1.022,0.0,0.1224604166666666,0.0460999999999999,0.0,0.49
2011-09-02 00:10:36+00:00,315.264955392,17.19,73.8,0.0,0.0,1.348,0.0,0.1224604166666666,0.0460999999999999,0.0,0.51
2011-09-02 00:25:36+00:00,298.231105536,17.43,73.0,0.0,0.0,1.197,0.0,0.1223638888888889,0.0460999999999999,0.0,0.54
2011-09-02 00:40:36+00:00,283.266579456,17.24,73.7,0.0,0.0,0.837,0.0,0.1218618055555555,0.0460999999999999,0.0,0.52
2011-09-02 00:55:36+00:00,298.231105536,17.0,73.1,0.0,0.0,1.051,0.0,0.1217555555555555,0.0460999999999999,0.0,0.52
2011-09-02 01:10:36+00:00,290.293788672,16.54,74.7,0.0,0.0,0.901,0.0,0.1217652777777777,0.046525,0.0,0.48
2011-09-02 01:25:36+00:00,290.293788672,15.94,77.8,0.0,0.0,0.844,0.0,0.1216784722222222,0.046525,0.0,0.4
2011-09-02 01:40:36+00:00,290.293788672,15.43,80.6,0.0,0.0,0.937,0.0,0.1213791666666666,0.046525,0.0,0.34
2011-09-02 01:55:36+00:00,340.8820807679999,15.15,82.3,0.0,0.0,0.733,0.0,0.1210895833333333,0.046525,0.0,0.3
2011-09-02 02:10:36+00:00,394.011749376,15.37,80.8,0.0,0.0,0.508,0.0,0.1208868055555555,0.046525,0.0,0.34
2011-09-02 02:25:36+00:00,376.97789952,14.91,82.9,0.0,0.0,0.808,0.0,0.1207805555555555,0.046525,0.0,0.29
2011-09-02 02:40:36+00:00,376.97789952,14.47,85.4,0.0,0.0,0.692,0.0,0.1208965277777777,0.0460999999999999,0.0,0.24
2011-09-02 02:55:36+00:00,362.01337344,14.19,87.2,0.0,0.0,0.748,0.0,0.1207999999999999,0.0460999999999999,0.0,0.21
2011-09-02 03:10:36+00:00,323.848387584,14.05,87.9,0.0,0.0,0.859,0.0,0.1204909722222222,0.0460999999999999,0.0,0.19
2011-09-02 03:25:36+00:00,298.231105536,14.05,87.8,0.0,0.0,0.723,0.0,0.1202881944444444,0.0460999999999999,0.0,0.2
2011-09-02 03:40:36+00:00,376.97789952,14.19,86.7,0.0,0.0,0.663,0.0,0.1202979166666666,0.0460999999999999,0.0,0.22
2011-09-02 03:55:36+00:00,376.97789952,13.99,87.5,0.0,0.0,1.167,0.0,0.1200951388888889,0.0460999999999999,0.0,0.2
2011-09-02 04:10:36+00:00,258.295569408,14.05,87.0,0.0,0.0,1.061,0.0,0.1199986111111111,0.0460999999999999,0.0,0.21
2011-09-02 04:25:36+00:00,323.848387584,14.05,87.1,0.0,0.0,0.786,0.0,0.1199986111111111,0.0460999999999999,0.0,0.21
2011-09-02 04:40:36+00:00,340.8820807679999,13.94,87.3,0.0,0.0,1.014,0.0,0.1197090277777777,0.0460999999999999,0.0,0.2
2011-09-02 04:55:36+00:00,350.10034790399993,15.87,74.9,0.0,0.0,1.665,0.0,0.1197090277777777,0.0460999999999999,0.0,0.45
2011-09-02 05:10:36+00:00,376.97789952,16.06,74.4,0.0,0.0,0.541,0.0,0.1197090277777777,0.0460999999999999,0.0,0.47
2011-09-02 05:25:36+00:00,394.011749376,15.33,78.6,0.0,0.0,0.84,0.0,0.1192166666666666,0.0460999999999999,0.0,0.37
