solar_TIMESTAMP,USA_PJS_P08_AMB_Ped_Js_3,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2011-03-05 23:42:31+00:00,216.245431296,5.91,25.6,0.0,0.0,4.761,0.0,0.0482111111111111,0.0346722222222222,0.0,0.69
2011-03-05 23:57:45+00:00,216.245431296,5.66,26.5,0.0,0.0,4.916,0.0,0.0482284722222222,0.0346722222222222,0.0,0.67
2011-03-06 00:12:45+00:00,216.245431296,5.31,27.3,0.0,0.0,5.232,0.0,0.0482111111111111,0.0346722222222222,0.0,0.65
2011-03-06 00:27:45+00:00,278.07243264,4.98,28.5,0.0,0.0,4.571,0.0,0.0481006944444444,0.0346722222222222,0.0,0.62
2011-03-06 00:42:45+00:00,216.245431296,4.47,29.2,0.0,0.0,4.272,0.0,0.0480354166666666,0.0346722222222222,0.0,0.59
2011-03-06 00:57:45+00:00,216.245431296,4.24,29.9,0.0,0.0,4.288,0.0,0.0480180555555555,0.0343416666666666,0.0,0.58
2011-03-06 01:12:45+00:00,241.058985984,4.59,30.3,0.0,0.0,4.692,0.0,0.0479215277777777,0.0346722222222222,0.0,0.59
2011-03-06 01:27:45+00:00,216.245431296,4.59,30.5,0.0,0.0,4.413,0.0,0.0479215277777777,0.0343416666666666,0.0,0.59
2011-03-06 01:42:45+00:00,223.38058752,4.51,31.1,0.0,0.0,4.902,0.0,0.04775625,0.0346722222222222,0.0,0.58
2011-03-06 01:57:45+00:00,241.058985984,4.35,31.2,0.0,0.0,4.514,0.0,0.04775625,0.0343416666666666,0.0,0.57
2011-03-06 02:12:45+00:00,216.245431296,4.02,31.6,0.0,0.0,4.263,0.0,0.0475770833333333,0.0343416666666666,0.0,0.56
2011-03-06 02:27:45+00:00,301.017360384,3.82,31.8,0.0,0.0,4.467,0.0,0.0473840277777777,0.0346722222222222,0.0,0.55
2011-03-06 02:42:45+00:00,256.213398528,3.7,32.0,0.0,0.0,4.305,0.0,0.0472875,0.0343416666666666,0.0,0.54
2011-03-06 02:57:45+00:00,235.549928448,3.59,32.3,0.0,0.0,4.332,0.0,0.0472875,0.0346722222222222,0.0,0.54
2011-03-06 03:12:45+00:00,241.058985984,3.8,32.0,0.0,0.0,4.296,0.0,0.0472875,0.0346722222222222,0.0,0.55
2011-03-06 03:27:45+00:00,278.07243264,3.92,31.2,0.0,0.0,4.257,0.0,0.0472048611111111,0.0343416666666666,0.0,0.56
2011-03-06 03:42:45+00:00,278.07243264,3.58,31.6,0.0,0.0,4.162,0.0,0.0472048611111111,0.0343416666666666,0.0,0.54
2011-03-06 03:57:45+00:00,301.017360384,3.21,31.8,0.0,0.0,4.156,0.0,0.0471083333333333,0.0346722222222222,0.0,0.52
2011-03-06 04:12:45+00:00,278.07243264,2.97,31.9,0.0,0.0,3.989,0.0,0.0470118055555555,0.0343416666666666,0.0,0.51
2011-03-06 04:27:45+00:00,235.549928448,2.88,31.8,0.0,0.0,4.193,0.0,0.0469152777777777,0.0343416666666666,0.0,0.51
2011-03-06 04:42:45+00:00,235.549928448,3.1,31.5,0.0,0.0,3.912,0.0,0.0469152777777777,0.0343416666666666,0.0,0.52
2011-03-06 04:57:45+00:00,198.567032832,3.37,31.1,0.0,0.0,3.286,0.0,0.0469152777777777,0.0343416666666666,0.0,0.54
2011-03-06 05:12:45+00:00,198.567032832,3.47,31.0,0.0,0.0,3.281,0.0,0.0469152777777777,0.0346722222222222,0.0,0.54
2011-03-06 05:27:45+00:00,198.567032832,3.21,31.6,0.0,0.0,2.001,0.0,0.0469013888888888,0.0346722222222222,0.0,0.53
2011-03-06 05:42:45+00:00,183.04068096,2.75,32.6,0.0,0.0,1.918,0.0,0.0466395833333333,0.0343416666666666,0.0,0.5
2011-03-06 05:57:45+00:00,198.567032832,3.07,32.4,0.0,0.0,3.332,0.0,0.0466256944444444,0.0343416666666666,0.0,0.52
2011-03-06 06:12:45+00:00,198.567032832,2.91,32.6,0.0,0.0,3.501,0.0,0.0464326388888888,0.0343416666666666,0.0,0.51
2011-03-06 06:27:45+00:00,198.567032832,2.77,33.2,0.4819869999999999,1.019,3.258,0.0,0.0465152777777777,0.0346722222222222,3.5413807001396425,0.5
2011-03-06 06:42:45+00:00,198.567032832,2.8,33.3,37.5562,79.4,3.346,0.0,0.04635,0.0343416666666666,77.80838646254956,0.5
