solar_TIMESTAMP,GUF_GUY_ST2_Dgu_Js_1,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2008-11-07 17:13:50+00:00,5290.582142179595,27.77,76.78692081152023,49.37,104.48,0.803,0.0,0.099,0.281,136.68696443651916,0.8652124216355651
2008-11-07 17:43:50+00:00,3931.6605158214415,25.82,87.63502290576267,21.0,46.69,1.733,0.0,0.099,0.281,0.0,0.4112460609866665
2008-11-07 18:13:50+00:00,2983.427179486685,24.97,88.84036758290073,0.0,3.34,1.372,0.0,0.099,0.281,0.0,0.3529694068376321
2008-11-07 18:43:50+00:00,2282.631762721664,24.61,91.37159140489064,0.0,0.6699999999999982,1.863,0.0,0.099,0.281,0.0,0.2671338507355904
2008-11-07 19:13:50+00:00,1715.6602123365212,24.49,93.54121182373912,0.0,1.0500000000000007,1.747,0.0,0.099,0.281,0.0,0.1985393899500306
2008-11-07 19:43:50+00:00,1325.383129584554,24.17,93.66174629145291,0.0,1.25,1.258,0.0,0.099,0.281,0.0,0.19115089524725
2008-11-07 20:13:50+00:00,1082.3407714523255,24.25,89.68410885689737,0.0,1.7199999999999989,1.196,0.0,0.099,0.281,0.0,0.3125991552208355
2008-11-07 20:43:50+00:00,853.6133552571549,24.41,87.39395397033508,0.0,0.7399999999999984,2.046,0.0,0.099,0.281,0.0,0.3856598235702564
2008-11-07 21:13:50+00:00,744.8685157273877,24.08,91.37159140489064,0.0,0.8099999999999987,1.951,0.0,0.099,0.281,0.0,0.2588225537474791
2008-11-07 21:43:50+00:00,589.1855310307899,24.06,91.85372927574583,0.0,1.3900000000000006,2.066,0.0,0.099,0.281,0.0,0.244068120347825
2008-11-07 22:13:50+00:00,490.6522035686111,23.77,93.78228075916674,0.0,1.2300000000000004,2.18,0.0,0.099,0.281,0.0,0.1830817550964784
2008-11-07 22:43:50+00:00,351.46477769192893,24.67,86.06807482548321,0.0,1.4699999999999989,2.143,0.0,0.099,0.281,0.0,0.4328719743839165
2008-11-07 23:13:50+00:00,265.0484386187287,25.22,81.48776505235863,0.0,1.0199999999999996,1.548,0.0,0.099,0.281,0.0,0.5942650354739586
2008-11-07 23:43:50+00:00,263.6013631622901,24.97,83.49897448542323,0.0,1.09,2.159,0.0,0.099,0.281,0.0,0.5219129959127027
2008-11-08 00:13:50+00:00,222.7679781675355,24.94,84.46035012864809,0.0,0.6400000000000006,1.749,0.0,0.099,0.281,0.0,0.490631467348357
2008-11-08 00:43:41+00:00,183.50862073567217,25.39,85.06120990566362,0.0,1.4299999999999995,2.056,0.0,0.099,0.281,0.0,0.4844001563195736
2008-11-08 01:13:41+00:00,183.50862073567217,24.61,88.42602465695056,0.0,0.7099999999999973,1.619,0.0,0.099,0.281,0.0,0.3583280239487065
2008-11-08 01:43:41+00:00,145.97955746494452,24.04,91.9110113636406,0.0,0.9899999999999984,1.528,0.0,0.099,0.281,0.0,0.2420623011124157
2008-11-08 02:13:41+00:00,110.39426746060984,23.42,94.07410656089652,0.0,1.1099999999999994,1.994,0.0,0.099,0.281,0.0,0.1708618699844995
2008-11-08 02:43:41+00:00,145.97955746494452,22.9,96.95823349057105,0.0,0.3900000000000005,2.239,0.0,0.099,0.281,0.0,0.0849988888486603
2008-11-08 03:13:41+00:00,77.06336190117631,23.28,96.47754566895864,0.0,1.91,2.413,0.0,0.099,0.281,0.0,0.1007117217301955
2008-11-08 03:43:41+00:00,77.06336190117631,23.15,96.95823349057105,0.0,0.7399999999999984,2.202,0.0,0.099,0.281,0.0,0.0862901328493248
