solar_TIMESTAMP,CAN_TUR_P39_POS_Pst_Js_17,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2012-06-11 11:38:12+00:00,11452.907195601125,26.91,53.32,911.05,1932.0,2.284,0.0,0.104180555555556,0.144,1243.992560083706,1.655533379215489
2012-06-11 12:08:12+00:00,11445.445292601637,26.81,53.74,937.05,1987.0,2.538,0.0,0.103541666666667,0.144,1247.328368104869,1.6310306966016903
2012-06-11 12:38:12+00:00,11101.385573237038,27.08,54.3,743.05,1570.0,2.167,0.0,0.103541666666667,0.144,1235.3645872638008,1.6370233173093918
2012-06-11 13:08:12+00:00,10604.672012643648,26.85,56.71,664.4499999999999,1406.0,1.995,0.0,0.102618055555556,0.144,1208.3058649876427,1.5299053346090568
2012-06-11 13:38:12+00:00,9671.37807293346,26.26,59.68,446.55,944.0,1.734,0.0,0.102618055555556,0.144,1166.6150537655644,1.3763034531324694
2012-06-11 14:08:12+00:00,8942.67636329708,26.33,59.62,482.35,1031.0,1.824,0.0,0.102541666666667,0.144,1111.0052937884354,1.3840540937232697
2012-06-11 14:38:12+00:00,6329.6741399300445,24.89,68.3,304.95,669.3,3.173,0.0,0.102208333333333,0.144,1042.4278143198007,0.9976246926195738
2012-06-11 15:08:12+00:00,3461.1738043754744,22.86,81.9000000000001,194.75,417.2,3.564,0.25,0.101979166666667,0.143,962.0556624629428,0.5042181538467734
2012-06-11 15:38:12+00:00,1787.944671168539,21.87,88.9000000000001,136.75,289.0,2.793,0.28,0.101618055555556,0.144,871.2636376519101,0.2911589731650914
2012-06-11 16:08:12+00:00,1007.2663421908655,21.55,91.7000000000001,113.05,234.1,2.062,0.34,0.101979166666667,0.143,771.6047750965581,0.2134988842829694
2012-06-11 16:38:12+00:00,614.2541084251478,21.4,93.1000000000001,98.55,202.9,1.371,0.17,0.101541666666667,0.144,664.7837804438758,0.1758651712945695
2012-06-11 17:08:12+00:00,420.7599795393965,21.43,93.9000000000001,68.9,136.5,1.153,0.18,0.101951388888889,0.144,552.6278700669552,0.1557608495453086
2012-06-11 17:38:12+00:00,313.5018939977661,21.3,93.8000000000001,46.81,83.8000000000002,1.803,0.7,0.1023125,0.142,437.0555157716888,0.1570587088371144
2012-06-11 18:08:12+00:00,245.7906469725057,21.19,94.9000000000001,45.53,77.5000000000001,1.498,0.4,0.101951388888889,0.143,320.0436285559823,0.1283251188382315
2012-06-11 18:38:12+00:00,138.9775556081048,21.17,95.3000000000001,35.17,51.8300000000001,1.743,0.29,0.102284722222222,0.142,203.59374275677956,0.1181154132597059
2012-06-11 19:08:12+00:00,109.77098240841256,21.15,95.8000000000001,17.524,0.0,1.285,0.25,0.102569444444444,0.143,89.69777901870603,0.1054205167317863
2012-06-11 19:38:12+00:00,82.12376750068107,21.17,96.5000000000001,12.136,0.0,0.881000000000002,0.11,0.102284722222222,0.143,0.0,0.087958286469993
2012-06-11 20:08:12+00:00,80.32682610427221,21.13,97.0,11.921,0.0,1.489,1.56,0.110534722222222,0.143,0.0,0.0752080202922167
2012-06-11 20:38:12+00:00,78.53739692795834,20.93,97.2,11.705,0.0,1.643,0.82,0.11425,0.143,0.0,0.0693372977349171
2012-06-11 21:08:12+00:00,52.96114760727422,20.67,97.4000000000001,11.609,0.0,1.378,0.0,0.114784722222222,0.143,0.0,0.0633629860871107
2012-06-11 21:38:12+00:00,29.693702196008932,20.15,97.3,11.59,0.0,1.19,0.0,0.114833333333333,0.143,0.0,0.0637222019018559
2012-06-11 22:08:12+00:00,28.221666278391503,20.41,97.3,12.016,0.0,1.388,0.0,0.114395833333333,0.144,0.0,0.0647538273156671
2012-06-11 22:38:12+00:00,26.76390352229106,20.77,97.2,11.93,0.0,2.103,0.12,0.114805555555556,0.142,0.0,0.0686584100660283
2012-06-11 23:08:12+00:00,25.32089500464436,20.68,96.9,11.941,0.0,2.64,0.0,0.114395833333333,0.143,0.0,0.0755947120931446
2012-06-11 23:38:12+00:00,23.893160827563367,20.65,95.5,12.074,0.0,2.431,0.0,0.1140625,0.143,0.0,0.1095317101304149
2012-06-12 00:08:00+00:00,22.48126531402958,20.57,95.0,11.961,0.0,2.126,0.0,0.114756944444444,0.142,0.0,0.1211035281941663
2012-06-12 00:38:00+00:00,21.08582319315768,20.61,94.5,12.213,0.0,1.947,0.0,0.114652777777778,0.142,0.0,0.13354263110342
2012-06-12 01:08:00+00:00,19.707507026357646,20.57,94.6,11.867,0.0,1.965,0.0,0.114652777777778,0.142,0.0,0.1307918104496996
2012-06-12 01:38:00+00:00,18.34705620728919,20.41,94.9,11.916,0.0,1.941,0.0,0.114652777777778,0.141,0.0,0.1223127849295933
2012-06-12 02:08:00+00:00,17.005287983058377,20.38,95.0,11.951,0.0,2.155,0.0,0.114319444444444,0.143,0.0,0.1196926911856857
2012-06-12 02:38:00+00:00,0.570664899732632,20.33,94.9,12.047,0.0,2.096,0.0,0.114034722222222,0.143,0.0,0.121710291412727
2012-06-12 03:08:00+00:00,0.0,20.29,95.7,12.247,0.0,1.948,0.0,0.114319444444444,0.142,0.0,0.1023653100056822
2012-06-12 03:38:00+00:00,2.3890254938995445,20.28,95.9,12.282,0.0,2.453,0.0,0.113986111111111,0.142,0.0,0.0975438653166107
2012-06-12 04:08:00+00:00,5.607750837567292,20.21,96.1,13.696000000000002,0.0,2.089,0.0,0.113986111111111,0.141,0.0,0.0923852005950571
2012-06-12 04:38:00+00:00,9.237555247174322,20.17,96.3,23.270000000000003,0.0,2.072,0.0,0.113986111111111,0.142,40.92653185537051,0.087431060713643
2012-06-12 05:08:00+00:00,13.163053109533172,20.19,96.4,40.06,59.7400000000001,2.122,0.0,0.113986111111111,0.142,152.9630182287275,0.0851732959827202
2012-06-12 05:38:00+00:00,17.32418686649976,20.26,96.6,52.89,90.7000000000001,1.966,0.0,0.1139375,0.142,268.4333897226471,0.0807901597687763
2012-06-12 06:08:00+00:00,21.68327977523991,20.46,96.5,99.25,198.1,1.855,0.22,0.113805555555556,0.143,385.3624838630647,0.0841994766730787
2012-06-12 06:38:00+00:00,47.36397773955259,20.57,96.6,99.25,195.5,2.428,0.35,0.1139375,0.143,501.7501866131859,0.0823503991720331
2012-06-12 07:08:00+00:00,76.27561451489619,20.67,96.5,85.05,165.6,2.762,0.0,0.114347222222222,0.141,615.6056450400016,0.0852963274249605
2012-06-12 07:38:00+00:00,107.63819587455728,20.98,95.9,315.45,636.5,2.664,0.0,0.114270833333333,0.142,724.9813215536582,0.1018420229063301
