solar_TIMESTAMP,USA_PJS_P08_AMB_Jmo_Js_6,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2013-07-09 20:03:40+00:00,136.15184570399998,18.38,84.3,0.0,0.0,1.129,0.0,0.208644704861111,0.0413762499999999,0.0,0.33
2013-07-09 20:18:40+00:00,147.463813224,18.9,81.2,0.0,0.0,1.238,0.0,0.2071251736111111,0.0413762499999999,0.0,0.41
2013-07-09 20:33:40+00:00,125.10611870399998,19.25,79.2,0.0,0.0,0.892,0.0,0.2056056423611111,0.0417481249999999,0.0,0.46
2013-07-09 20:48:40+00:00,114.33037896,20.3,71.0,0.0,0.0,1.03,0.0,0.2041790798611111,0.0413762499999999,0.0,0.69
2013-07-09 21:03:40+00:00,114.33037896,21.47,59.9,0.0,0.0,1.946,0.0,0.2030456597222222,0.0413762499999999,0.0,1.03
2013-07-09 21:18:40+00:00,125.10611870399998,22.39,51.1,0.0,0.0,2.505,0.0,0.2020874999999999,0.0413762499999999,0.0,1.32
2013-07-09 21:33:40+00:00,114.33037896,22.55,50.1,0.0,0.0,2.666,0.0,0.2008575520833333,0.0417481249999999,0.0,1.36
2013-07-09 21:48:40+00:00,114.33037896,22.08,53.0,0.0,0.0,2.829,0.0,0.1999994791666666,0.0421199999999999,0.0,1.25
2013-07-09 22:03:40+00:00,114.33037896,22.23,51.5,0.0,0.0,2.614,0.0,0.1994381076388889,0.0421199999999999,0.0,1.3
2013-07-09 22:18:40+00:00,114.33037896,22.67,48.3,0.0,0.0,3.122,0.0,0.1983869791666666,0.0417481249999999,0.0,1.42
2013-07-09 22:33:40+00:00,114.33037896,23.23,44.9,0.0,0.0,3.188,0.0,0.1980044270833333,0.0421199999999999,0.0,1.57
2013-07-09 22:48:40+00:00,114.33037896,23.21,44.0,0.0,0.0,2.702,0.0,0.1970605034722222,0.0421199999999999,0.0,1.59
2013-07-09 23:03:40+00:00,114.33037896,23.46,41.9,0.0,0.0,3.164,0.0,0.1963025173611111,0.0417481249999999,0.0,1.68
2013-07-09 23:18:40+00:00,103.829167008,23.26,43.4,0.0,0.0,2.217,0.0,0.1955374131944444,0.0413762499999999,0.0,1.62
2013-07-09 23:33:40+00:00,103.829167008,23.01,44.3,0.0,0.0,3.08,0.0,0.1949760416666666,0.0413762499999999,0.0,1.56
2013-07-09 23:48:40+00:00,114.33037896,22.82,44.3,0.0,0.0,4.244,0.0,0.1942109375,0.0413762499999999,0.0,1.55
2013-07-10 00:03:33+00:00,114.33037896,22.29,47.2,0.0,0.0,3.863,0.0,0.1938319444444444,0.0413762499999999,0.0,1.42
2013-07-10 00:18:33+00:00,114.33037896,21.92,52.1,0.0,0.0,3.461,0.0,0.1931633680555555,0.0417481249999999,0.0,1.26
2013-07-10 00:33:33+00:00,103.829167008,21.17,58.2,0.0,0.0,3.089,0.0,0.1926985243055555,0.0424124999999999,0.0,1.05
2013-07-10 00:48:33+00:00,103.829167008,20.75,62.0,0.0,0.0,2.76,0.0,0.1921264756944444,0.0420406249999999,0.0,0.93
2013-07-10 01:03:33+00:00,93.608102952,20.66,62.6,0.0,0.0,2.436,0.0,0.1917403645833333,0.0420406249999999,0.0,0.91
2013-07-10 01:18:33+00:00,64.703400048,20.66,61.9,0.0,0.0,2.292,0.0,0.1916438368055555,0.0420406249999999,0.0,0.93
2013-07-10 01:33:33+00:00,47.013630552,20.52,62.7,0.0,0.0,1.377,0.0,0.1910753472222222,0.0417481249999999,0.0,0.9
2013-07-10 01:48:33+00:00,47.013630552,19.67,67.7,0.0,0.0,0.593,0.0,0.1906069444444444,0.0417481249999999,0.0,0.74
2013-07-10 02:03:33+00:00,47.013630552,18.59,74.5,0.0,0.0,1.036,0.0,0.1899419270833333,0.0417481249999999,0.0,0.55
2013-07-10 02:18:33+00:00,47.013630552,17.95,78.3,0.0,0.0,0.308,0.0,0.1897488715277777,0.0417481249999999,0.0,0.45
2013-07-10 02:33:33+00:00,38.694765312,17.74,80.0,0.0,0.0,0.849,0.0,0.1894592881944444,0.0417481249999999,0.0,0.41
2013-07-10 02:48:33+00:00,47.013630552,18.74,72.1,0.0,0.0,1.81,0.0,0.1891768229166666,0.0417481249999999,0.0,0.6
2013-07-10 03:03:33+00:00,47.013630552,19.17,69.1,0.0,0.0,1.727,0.0,0.1888013888888889,0.0417481249999999,0.0,0.69
2013-07-10 03:18:33+00:00,47.013630552,19.14,69.3,0.0,0.0,1.929,0.0,0.1880434027777777,0.0417481249999999,0.0,0.68
2013-07-10 03:33:33+00:00,47.013630552,19.26,69.1,0.0,0.0,1.885,0.0,0.1877538194444444,0.0417481249999999,0.0,0.69
2013-07-10 03:48:33+00:00,47.013630552,19.23,69.3,0.0,0.0,1.414,0.0,0.1877538194444444,0.0417481249999999,0.0,0.68
