solar_TIMESTAMP,CZE_STI_Fsy_Jt_1,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2016-05-31 11:53:29+00:00,0.0,21.796,60.0635,995.445,2104.37073,0.7928,0.0,0.2840956,0.3389907,1183.1994020977002,1.042611152
2016-05-31 12:03:29+00:00,0.0,22.215,59.351,974.3899606,2059.8603767084,0.726,0.0,0.28402035,0.3389907,1183.0877644840916,1.088661084
2016-05-31 12:13:29+00:00,10396.331787109377,22.375,55.923,1004.167913,2122.810968082,1.0768,0.0,0.28392295,0.3388923,1181.4400776618336,1.192011487
2016-05-31 12:23:29+00:00,10470.927238464355,22.497,56.113,1027.086024,2171.259854736,0.5888,0.0,0.283775,0.3389415,1178.2594775901732,1.195701614
2016-05-31 12:33:29+00:00,10618.72100830078,22.611,58.3265,744.4683071,1573.8060012093997,0.705,0.0,0.2837775999999999,0.3388,1173.5520176058355,1.143277416
2016-05-31 12:43:29+00:00,9741.748809814451,21.533,61.3395,676.041378,1429.1514730919998,1.2178,0.0,0.2836802499999999,0.3387077,1167.32665690191,0.9932079095
2016-05-31 12:53:29+00:00,9852.94246673584,21.453,61.3545,851.9105906,1800.9389885284,1.2138,0.0,0.28358285,0.3387077,1159.5952434764165,0.9879744833
2016-05-31 13:03:29+00:00,10202.028274536133,21.472,62.4325,652.4762598,1379.3348132171998,1.0957,0.0,0.2834602,0.3386585,1150.3724915830371,0.9615328233
2016-05-31 13:13:29+00:00,10240.025520324709,21.811,60.0215,916.7205118,1937.9471619452,1.0005,0.0,0.28348495,0.3385662,1139.6759537269113,1.044663721
2016-05-31 13:23:29+00:00,10845.30258178711,22.196,55.9495,821.571378,1736.8018930919998,1.0995,0.0,0.28331235,0.3385662,1127.5259872587787,1.1783967629999998
2016-05-31 13:33:29+00:00,10810.102462768557,21.9675,57.332,892.8279921,1887.4383752994,1.4655,0.0,0.2832402499999999,0.3384246999999999,1113.945715631149,1.125637105
2016-05-31 13:43:29+00:00,11104.289054870604,22.154,57.4655,897.5129528,1897.3423822192,0.8328,0.0,0.2831897,0.3383754,1098.960984389956,1.1349370909999998
2016-05-31 13:53:29+00:00,11142.28630065918,22.1045,57.4885,867.2205118,1833.3041619452,1.212,0.0,0.28309235,0.3383324,1082.6003119859308,1.130909694
2016-05-31 14:03:29+00:00,10960.69049835205,22.5195,57.4085,855.1534252,1807.7943408728,1.0347,0.0,0.282995,0.3382832,1064.8948354987958,1.161991907
2016-05-31 14:13:29+00:00,10632.699966430664,22.6875,58.117,745.115315,1575.17377591,0.6233,0.0,0.28294765,0.3381909,1045.878251377867,1.154368009
2016-05-31 14:23:29+00:00,10615.79704284668,23.0225,57.6675,842.3535827,1780.7354738277998,0.6288,0.0,0.2828723999999999,0.3380987,1025.5867513119292,1.190665259
2016-05-31 14:33:29+00:00,10672.093391418455,23.3045,58.3225,693.4326378,1465.9165963091998,0.749,0.0,0.28282505,0.3380987,1004.0589533500714,1.192382045
2016-05-31 14:43:29+00:00,10216.007232666016,23.3235,58.288,813.7761024,1720.3226804736,0.5107,0.0,0.2827277,0.3380064,981.3358284049328,1.194737933
2016-05-31 14:53:29+00:00,10876.182556152344,23.666,56.182,807.1890945,1706.397745773,1.1263,0.0,0.28272725,0.3379081,957.4606222781412,1.281228361
2016-05-31 15:03:29+00:00,11115.471839904783,23.575,56.78,765.6168898,1618.5141050372,1.05,0.0,0.2826051499999999,0.3379081,932.4787733561456,1.256839474
2016-05-31 15:13:29+00:00,10897.27783203125,23.0415,55.0125,464.8595669,982.7131244266,1.0538,0.0,0.28255465,0.3378158,906.4378261334108,1.266795684
2016-05-31 15:23:29+00:00,9562.821388244629,21.91,59.69,432.9924803,915.3461033542,1.353,0.0,0.28245735,0.3377666,879.3873407272142,1.05970789
2016-05-31 15:33:29+00:00,9472.723007202148,22.4245,56.022,669.820748,1416.0010612719998,1.4293,0.0,0.28248525,0.3376744,851.3787985566322,1.192916711
2016-05-31 15:43:29+00:00,10389.089584350586,22.935,54.3955,554.1154724,1171.4001086536,1.3092,0.0,0.28241,0.3376314,822.4655043647595,1.275923759
2016-05-31 15:53:29+00:00,9969.600677490234,22.7595,53.6335,536.7709843,1134.7338608102,1.191,0.0,0.2823627,0.3375822,792.7024847710916,1.283530119
2016-05-31 16:03:29+00:00,9842.903137207031,22.912,56.4255,585.2498031,1237.2180837534,0.9165,0.0,0.28226225,0.337533,762.1463835468858,1.217432642
2016-05-31 16:13:29+00:00,10173.68984222412,23.472,54.018,577.4545276,1220.7388713464,0.907,0.0,0.28186225,0.3374408,730.8553538127735,1.3288876159999998
2016-05-31 16:23:29+00:00,10101.890563964844,23.1785,55.839,450.0173622,951.3367036908,0.9948,0.0,0.28176495,0.3373917,698.8889473639704,1.253860312
2016-05-31 16:33:29+00:00,9719.000816345217,22.371,58.136,266.8127953,564.0422492642,1.2463,0.0,0.28174285,0.3373917,666.3080013336286,1.131888268
2016-05-31 16:43:29+00:00,8238.149642944336,21.632,60.307,301.3302756,637.0122026183999,1.0863,0.0,0.2816924,0.3372995,633.174522409881,1.025925008
2016-05-31 16:53:29+00:00,7617.368698120117,21.491,58.677,232.4434252,491.3854008728,1.2747,0.0,0.2815423999999999,0.3372565,599.5515688273707,1.0588845450000002
2016-05-31 17:03:29+00:00,7179.582118988037,21.373,58.4175,332.0436614,701.9403001996,1.7418,0.0,0.2813703,0.3371580999999999,565.5031303571344,1.057864817
2016-05-31 17:13:29+00:00,7967.85306930542,21.8,54.0675,336.868937,712.140932818,1.7533,0.0,0.2813703,0.3371150999999999,531.0940065240382,1.1994399059999998
2016-05-31 17:23:29+00:00,8005.848884582519,21.56,56.075,236.9412992,500.8939065088,1.2693,0.0,0.2812951,0.337066,496.38968328298176,1.13032067
2016-05-31 17:33:29+00:00,7732.756614685059,22.1655,56.094,315.7593307,667.5152250998,1.2272,0.0,0.281323,0.337066,461.4562083887719,1.172352897
2016-05-31 17:43:29+00:00,7532.861709594727,21.7465,60.345,268.4887795,567.585279863,1.1378,0.0,0.2812978,0.3369738,426.3600656969145,1.032137932
2016-05-31 17:53:29+00:00,7168.271541595459,21.4685,61.7925,237.8221654,502.75605765559993,1.0938,0.0,0.2813478,0.3369738,391.16804863431946,0.9777040543
2016-05-31 18:03:29+00:00,6437.694549560547,20.977,61.903,211.3338189,446.7596931546,0.886,0.0,0.2812726,0.3369247,355.9471330810973,0.9459348102
2016-05-31 18:13:29+00:00,5963.308334350586,20.9655,61.3355,181.5012992,383.6937465088,0.9528,0.0,0.2813004999999999,0.3368817,320.7643499048817,0.9593475997
2016-05-31 18:23:29+00:00,5854.910850524902,20.897,61.8765,152.9705906,323.3798285284,1.3225,0.0,0.2813004999999999,0.3368325,285.68665739083303,0.9419505956
2016-05-31 18:33:29+00:00,5252.4285316467285,20.002,65.156,131.8142126,278.6552454364,1.6102,0.0,0.2813226,0.3368325,250.7808138097126,0.8146794479
2016-05-31 18:43:29+00:00,4283.95938873291,19.6515,67.5445,105.3726378,222.7577563092,0.9223,0.0,0.2813004999999999,0.3367404,216.11325036632016,0.7425262726999999
2016-05-31 18:53:29+00:00,3919.370174407959,19.1485,70.8315,44.50712598,94.08806432171998,1.21,0.0,0.2812753,0.3366911999999999,181.7499447711128,0.6467733481
2016-05-31 19:03:29+00:00,3115.595817565918,18.8555,73.54,61.67232283,130.37529046262,0.587,0.0,0.2812252999999999,0.3366911999999999,147.7562956742543,0.5760890837
2016-05-31 19:13:29+00:00,2677.8085231781006,18.9315,72.599,56.52744094,119.49901014716,1.0842,0.0,0.2812753,0.3366482,114.196998202077,0.599414192
2016-05-31 19:23:29+00:00,2093.6264991760254,18.764,72.4315,37.92011811,80.16312968454,0.503,0.0,0.2812252999999999,0.3366911999999999,81.13592083258655,0.5968019341999999
2016-05-31 19:33:29+00:00,1820.5335140228271,18.3565,72.359,18.19807087,38.47072181917999,0.4478,0.0,0.2812505,0.3366911999999999,48.6359838438953,0.5833004733
2016-05-31 19:43:29+00:00,1346.1475372314453,17.903,74.5725,7.440590551,15.729408424813998,0.5545,0.0,0.2812753,0.3366482,16.759039567558254,0.5215207082
2016-05-31 19:53:29+00:00,1402.4436473846436,17.503,76.591,3.909330709,8.264325118826,0.7528,0.0,0.2813004999999999,0.3365991,0.0,0.4681692772
2016-05-31 20:03:29+00:00,1312.3445510864258,17.29,77.1395,0.0,0.0,0.808,0.0,0.2813004999999999,0.3365991,0.0,0.4510887634
2016-05-31 20:13:29+00:00,1094.149827957153,17.065,78.2445,0.0,0.0,0.4268,0.0,0.2813004999999999,0.33655,0.0,0.4232156632
2016-05-31 20:23:29+00:00,839.3564224243164,16.768,79.5395,0.0,0.0,0.4325,0.0,0.2813004999999999,0.33655,0.0,0.3905977677
