solar_TIMESTAMP,GUF_GUY_GUY_Ggl_Js_6,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2016-02-25 23:15:21+00:00,0.0,26.2,87.4,0.0,11.7,3.2,0.0,0.25,0.383,0.0,0.43
2016-02-25 23:45:21+00:00,965.048,26.1,86.6,0.0,11.4,4.4,0.0,0.249,0.383,0.0,0.45
2016-02-26 00:15:31+00:00,1206.31,26.0,85.9,0.0,11.7,4.6,0.0,0.249,0.382,0.0,0.47
2016-02-26 00:45:31+00:00,3860.192,24.9,92.5,0.0,10.9,3.4,0.0,0.248,0.383,0.0,0.24
2016-02-26 01:15:31+00:00,4101.454,25.0,94.3,0.0,10.0,3.1,0.0,0.247,0.383,0.0,0.18
2016-02-26 01:45:31+00:00,1688.8339999999998,25.3,90.9,0.0,10.5,4.2,0.0,0.247,0.383,0.0,0.29
2016-02-26 02:15:31+00:00,2895.144,24.6,93.1,0.0,11.9,4.4,0.0,0.246,0.383,0.0,0.21
2016-02-26 02:45:31+00:00,4825.24,24.3,95.1,0.0,9.9,3.7,0.0,0.246,0.383,0.0,0.15
2016-02-26 03:15:31+00:00,3136.406,25.0,92.5,0.0,12.4,2.6,0.0,0.245,0.383,0.0,0.24
2016-02-26 03:45:31+00:00,1930.096,25.2,91.5,0.0,10.9,2.8,0.0,0.245,0.383,0.0,0.27
2016-02-26 04:15:31+00:00,2412.62,25.6,90.7,0.0,11.3,3.0,0.0,0.244,0.383,0.0,0.31
2016-02-26 04:45:31+00:00,4101.454,25.8,89.7,0.0,11.3,3.2,0.0,0.244,0.383,0.0,0.34
2016-02-26 05:15:31+00:00,5790.288,25.8,89.2,0.0,11.6,2.9,0.0,0.243,0.383,0.0,0.36
2016-02-26 05:45:31+00:00,8202.908,25.8,89.3,0.0,11.9,3.2,0.0,0.243,0.382,0.0,0.36
2016-02-26 06:15:31+00:00,8926.694,25.9,89.5,1.9,13.1,3.6,0.0,0.243,0.382,0.0,0.35
2016-02-26 06:45:31+00:00,8926.694,25.4,92.8,50.5,95.5,4.5,0.0,0.242,0.383,174.40669707192907,0.23
2016-02-26 07:15:31+00:00,9891.741999999998,25.3,91.6,98.8,195.2,3.7,0.0,0.242,0.383,350.134839471806,0.27
2016-02-26 07:45:31+00:00,11821.838,25.7,88.9,211.5,394.7,2.5,0.0,0.241,0.382,519.5338981151654,0.37
2016-02-26 08:15:31+00:00,16164.554,26.1,88.8,166.3,316.1,3.8,0.0,0.241,0.382,679.7047545226736,0.38
2016-02-26 08:45:31+00:00,20024.746,25.2,91.4,223.3,431.9,5.1,0.0,0.24,0.382,827.906220842888,0.27
2016-02-26 09:15:31+00:00,20024.746,24.8,93.1,175.6,353.2,1.6,0.2,0.239,0.382,961.6019530498812,0.22
2016-02-26 09:45:31+00:00,15199.506,24.9,95.7,159.7,340.3,1.7,3.2,0.24,0.382,1078.5038584735037,0.14
2016-02-26 10:15:31+00:00,8444.169999999998,24.5,97.0,249.2,523.5,4.2,1.0,0.257,0.382,1176.6112547744956,0.09
2016-02-26 10:45:31+00:00,3136.406,24.8,97.3,292.2,595.8,3.2,0.4,0.271,0.382,1254.2451101854483,0.08
2016-02-26 11:15:31+00:00,965.048,25.5,92.1,406.0,798.3,2.7,0.0,0.273,0.382,1310.0767790179823,0.26
2016-02-26 11:45:31+00:00,4101.454,26.7,92.1,419.9,825.3,2.4,0.0,0.27,0.382,1343.1507406435703,0.28
2016-02-26 12:15:31+00:00,14234.458,27.1,88.3,320.5,634.6,3.1,0.0,0.267,0.382,1352.9009527806754,0.42
2016-02-26 12:45:31+00:00,23402.414,27.3,85.7,424.1,820.3,3.3,0.0,0.264,0.381,1339.1605392057882,0.52
2016-02-26 13:15:31+00:00,28468.916,27.8,79.2,519.2,987.3,4.6,0.0,0.261,0.381,1302.164646081132,0.78
2016-02-26 13:45:31+00:00,38119.396,27.9,77.6,500.2,943.3,5.2,0.0,0.258,0.381,1242.54641800523,0.84
2016-02-26 14:15:31+00:00,41014.53999999999,28.0,76.8,620.8,1179.3,5.1,0.0,0.256,0.381,1161.32616264263,0.87
2016-02-26 14:45:31+00:00,41738.326,28.2,77.8,337.4,621.3,3.8,0.0,0.254,0.381,1059.8938893610527,0.85
2016-02-26 15:15:31+00:00,37395.61,27.9,78.6,309.8,585.6,3.7,0.0,0.252,0.381,939.9855207031264,0.8
2016-02-26 15:45:31+00:00,33052.894,27.9,79.3,245.2,481.4,3.5,0.0,0.25,0.381,803.6531838047665,0.78
2016-02-26 16:15:31+00:00,31122.798,27.7,79.9,180.6,356.8,3.5,0.0,0.249,0.38,653.2300901898965,0.75
2016-02-26 16:45:31+00:00,26538.82,27.4,81.0,151.4,302.6,3.4,0.0,0.248,0.38,491.2906049874866,0.69
2016-02-26 17:15:31+00:00,21713.58,27.4,82.7,102.6,210.2,3.3,0.0,0.247,0.38,320.60618894784363,0.63
2016-02-26 17:45:31+00:00,17129.602,27.3,84.0,42.1,90.0,3.1,0.0,0.246,0.38,144.09796726918603,0.58
2016-02-26 18:15:31+00:00,13751.934,27.0,85.3,2.7,16.7,3.1,0.0,0.246,0.38,0.0,0.52
2016-02-26 18:45:31+00:00,10374.266,26.8,86.9,0.0,11.9,3.6,0.4,0.245,0.38,0.0,0.46
2016-02-26 19:15:31+00:00,6755.335999999999,26.0,90.3,0.0,10.9,4.2,1.6,0.245,0.38,0.0,0.33
2016-02-26 19:45:31+00:00,4583.977999999999,25.9,91.0,0.3,10.2,3.7,0.0,0.248,0.38,0.0,0.3
2016-02-26 20:15:31+00:00,2171.358,26.0,90.4,0.0,10.6,3.6,0.0,0.25,0.38,0.0,0.32
2016-02-26 20:45:31+00:00,1206.31,25.8,90.0,0.0,10.1,2.9,0.0,0.251,0.38,0.0,0.33
2016-02-26 21:15:31+00:00,965.048,25.9,89.6,0.0,11.1,3.5,0.0,0.251,0.38,0.0,0.35
2016-02-26 21:45:31+00:00,482.524,26.1,89.3,0.0,10.9,3.5,0.0,0.251,0.38,0.0,0.36
2016-02-26 22:15:31+00:00,965.048,26.3,90.2,0.0,12.0,3.4,0.0,0.251,0.38,0.0,0.33
2016-02-26 22:45:31+00:00,965.048,26.1,89.6,0.0,11.9,3.3,0.0,0.251,0.38,0.0,0.35
2016-02-26 23:15:31+00:00,965.048,26.1,89.8,0.0,11.9,3.3,0.0,0.25,0.38,0.0,0.34
2016-02-26 23:45:31+00:00,965.048,26.1,90.3,0.0,11.9,3.2,0.0,0.25,0.38,0.0,0.33
2016-02-27 00:15:41+00:00,1206.31,26.1,90.4,0.0,10.5,2.9,0.0,0.249,0.38,0.0,0.32
2016-02-27 00:45:41+00:00,1688.8339999999998,26.1,89.5,0.0,9.5,3.2,0.0,0.249,0.38,0.0,0.35
2016-02-27 01:15:41+00:00,2171.358,26.1,89.5,0.0,10.1,2.9,0.0,0.248,0.38,0.0,0.36
2016-02-27 01:45:41+00:00,2895.144,26.0,89.1,0.0,9.5,2.9,0.0,0.248,0.38,0.0,0.37
2016-02-27 02:15:41+00:00,3136.406,26.0,88.6,0.0,11.0,3.0,0.0,0.247,0.38,0.0,0.38
2016-02-27 02:45:41+00:00,4101.454,26.1,88.8,0.0,11.0,2.9,0.0,0.246,0.38,0.0,0.38
2016-02-27 03:15:41+00:00,5307.763999999999,26.0,88.5,0.0,11.0,2.8,0.0,0.246,0.38,0.0,0.39
2016-02-27 03:45:41+00:00,5549.026,26.1,88.0,0.0,12.3,2.7,0.0,0.245,0.38,0.0,0.41
2016-02-27 04:15:41+00:00,6031.549999999999,26.1,88.3,0.0,10.7,2.6,0.0,0.245,0.38,0.0,0.39
2016-02-27 04:45:41+00:00,7237.86,26.2,88.6,0.0,10.4,2.5,0.0,0.245,0.38,0.0,0.39
2016-02-27 05:15:41+00:00,7237.86,26.2,88.6,0.0,12.5,2.4,0.0,0.244,0.38,0.0,0.39
2016-02-27 05:45:41+00:00,7720.384,26.2,88.3,0.0,11.4,2.3,0.0,0.244,0.38,0.0,0.4
2016-02-27 06:15:41+00:00,8202.908,26.3,89.0,0.3,11.6,2.6,0.0,0.243,0.38,0.0,0.38
2016-02-27 06:45:41+00:00,8202.908,26.3,89.0,12.8,31.2,2.8,0.0,0.243,0.38,177.31758516402456,0.38
2016-02-27 07:15:41+00:00,8926.694,25.8,91.2,19.5,49.6,3.3,0.2,0.242,0.38,353.0815405900579,0.29
2016-02-27 07:45:41+00:00,8926.694,25.4,94.2,175.5,332.7,1.9,0.0,0.242,0.38,522.480250052059,0.19
2016-02-27 08:15:41+00:00,5307.763999999999,26.5,91.2,208.7,392.4,2.3,0.0,0.242,0.38,682.6145636060593,0.3
2016-02-27 08:45:41+00:00,8444.169999999998,27.0,89.9,230.1,447.3,3.0,0.2,0.241,0.38,830.7438834688709,0.36
2016-02-27 09:15:41+00:00,11098.052,27.3,86.7,411.3,759.3,3.8,0.0,0.241,0.38,964.333067719458,0.48
2016-02-27 09:45:41+00:00,21713.58,27.3,86.8,151.4,307.2,4.6,0.0,0.24,0.38,1081.095817810867,0.48
2016-02-27 10:15:41+00:00,26538.82,27.3,86.4,489.0,932.3,3.7,0.0,0.239,0.38,1179.0338073386429,0.49
2016-02-27 10:45:41+00:00,27745.129999999997,27.7,84.8,319.5,616.9,4.1,0.2,0.239,0.38,1256.4708823955214,0.56
2016-02-27 11:15:41+00:00,33776.67999999999,27.9,85.3,254.6,514.8,5.3,0.0,0.238,0.38,1312.081748186904,0.55
2016-02-27 11:45:41+00:00,33052.894,27.4,84.4,288.9,577.0,5.7,0.0,0.237,0.38,1344.914650946637,0.57
2016-02-27 12:15:41+00:00,33052.894,28.1,81.3,750.0,1420.3,6.2,0.0,0.236,0.38,1354.407666956518,0.71
2016-02-27 12:45:41+00:00,40049.492,27.2,87.1,350.1,665.6,5.6,0.6,0.235,0.38,1340.3983198842395,0.46
2016-02-27 13:15:41+00:00,34982.99,25.9,96.5,540.7,1057.3,4.2,0.2,0.235,0.38,1303.1263618350365,0.12
2016-02-27 13:45:41+00:00,17612.125999999997,27.0,89.6,395.8,757.3,3.6,0.0,0.235,0.38,1243.2296705111116,0.37
2016-02-27 14:15:41+00:00,20507.27,27.4,87.8,393.8,757.3,4.7,0.0,0.235,0.38,1161.7333326865055,0.45
2016-02-27 14:45:41+00:00,27745.129999999997,27.3,86.1,335.8,637.8,5.8,0.0,0.235,0.38,1060.032100817477,0.5
2016-02-27 15:15:41+00:00,30881.536,27.1,87.7,226.2,441.7,4.5,0.0,0.235,0.38,939.8665230231944,0.44
2016-02-27 15:45:41+00:00,28227.654,27.2,86.4,223.8,435.3,3.9,0.0,0.234,0.38,803.2931549492492,0.49
2016-02-27 16:15:41+00:00,26538.82,26.6,89.7,160.0,316.2,4.2,0.2,0.234,0.38,652.6493633119728,0.36
2016-02-27 16:45:41+00:00,21713.58,26.6,91.1,149.7,293.8,3.4,0.0,0.234,0.38,490.51332348233353,0.31
2016-02-27 17:15:41+00:00,13993.195999999998,26.9,89.4,69.7,143.5,3.2,0.0,0.234,0.38,319.6598957213459,0.38
2016-02-27 17:45:41+00:00,13028.148,26.9,91.1,17.5,44.1,3.3,0.0,0.234,0.38,143.0131352136714,0.31
2016-02-27 18:15:41+00:00,11580.576,26.6,91.0,0.8,13.7,3.8,0.0,0.234,0.38,0.0,0.31
2016-02-27 18:45:41+00:00,8202.908,26.0,91.1,0.0,12.1,4.0,0.0,0.234,0.38,0.0,0.3
2016-02-27 19:15:41+00:00,6031.549999999999,26.1,91.4,0.0,11.3,2.7,0.0,0.234,0.38,0.0,0.29
2016-02-27 19:45:41+00:00,4583.977999999999,26.3,92.0,0.0,11.8,2.6,0.0,0.234,0.38,0.0,0.27
2016-02-27 20:15:41+00:00,2895.144,27.0,87.4,0.0,13.5,3.8,0.0,0.233,0.38,0.0,0.45
2016-02-27 20:45:41+00:00,2895.144,26.2,91.8,0.0,12.4,3.7,4.4,0.235,0.38,0.0,0.28
2016-02-27 21:15:41+00:00,2895.144,25.9,96.1,0.0,11.7,4.2,2.2,0.27,0.38,0.0,0.13
2016-02-27 21:45:41+00:00,1206.31,25.6,96.2,0.3,12.0,5.1,3.2,0.284,0.38,0.0,0.12
2016-02-27 22:15:41+00:00,241.262,24.3,96.8,0.0,11.2,5.9,0.4,0.288,0.38,0.0,0.1
2016-02-27 22:45:41+00:00,0.0,24.0,97.7,0.0,10.2,3.8,0.4,0.278,0.38,0.0,0.07
2016-02-27 23:15:41+00:00,3377.668,24.1,97.4,0.0,10.9,3.9,0.6,0.271,0.38,0.0,0.08
2016-02-27 23:45:41+00:00,2653.882,24.2,97.1,0.0,11.1,3.5,2.8,0.278,0.38,0.0,0.09
2016-02-28 00:15:52+00:00,2653.882,24.3,97.5,0.0,10.4,1.7,0.0,0.283,0.381,0.0,0.08
2016-02-28 00:45:52+00:00,1930.096,24.3,97.6,0.0,12.3,1.1,0.0,0.275,0.381,0.0,0.07
2016-02-28 01:15:52+00:00,965.048,24.9,96.9,0.0,11.4,1.5,0.0,0.269,0.381,0.0,0.1
2016-02-28 01:45:52+00:00,241.262,25.0,96.5,0.0,11.6,2.2,0.0,0.265,0.38,0.0,0.11
2016-02-28 02:15:52+00:00,241.262,25.4,94.2,0.2,10.4,2.3,0.2,0.262,0.381,0.0,0.19
2016-02-28 02:45:52+00:00,0.0,25.6,94.7,0.0,10.6,3.0,0.0,0.26,0.38,0.0,0.17
2016-02-28 03:15:52+00:00,0.0,25.8,94.2,0.0,11.3,3.0,0.0,0.259,0.38,0.0,0.19
2016-02-28 03:45:52+00:00,0.0,25.7,93.6,0.0,11.3,2.8,0.0,0.257,0.381,0.0,0.21
2016-02-28 04:15:52+00:00,482.524,25.8,92.7,0.0,11.2,3.4,0.0,0.256,0.381,0.0,0.24
2016-02-28 04:45:52+00:00,1447.572,25.7,92.5,0.0,10.3,2.9,0.0,0.255,0.381,0.0,0.25
2016-02-28 05:15:52+00:00,4342.715999999999,25.7,92.9,0.0,11.7,3.2,0.2,0.254,0.381,0.0,0.23
2016-02-28 05:45:52+00:00,5790.288,25.4,94.6,0.0,10.9,3.0,0.0,0.253,0.381,0.0,0.17
2016-02-28 06:15:52+00:00,5066.502,25.9,94.4,5.2,16.1,2.8,0.0,0.252,0.381,1.1969526766370842,0.19
2016-02-28 06:45:52+00:00,4101.454,25.9,93.9,79.1,140.1,2.5,0.0,0.251,0.381,180.3794453529865,0.2
2016-02-28 07:15:52+00:00,5066.502,26.1,91.5,140.2,268.7,2.6,0.0,0.25,0.381,356.1667635028296,0.29
2016-02-28 07:45:52+00:00,10856.79,26.5,89.8,150.4,295.4,3.3,0.0,0.25,0.381,525.550384635737,0.35
2016-02-28 08:15:52+00:00,18577.174,26.8,88.3,328.2,601.0,3.5,0.0,0.249,0.381,685.6313807644285,0.41
2016-02-28 08:45:52+00:00,27745.129999999997,27.5,84.3,360.3,694.3,3.9,0.0,0.248,0.381,833.6700323842277,0.58
2016-02-28 09:15:52+00:00,37636.872,28.1,81.6,609.6,1144.3,3.9,0.0,0.247,0.381,967.1327177258252,0.7
2016-02-28 09:45:52+00:00,42703.374,27.4,84.4,216.2,426.9,5.3,0.0,0.246,0.381,1083.735274787946,0.57
2016-02-28 10:15:52+00:00,41255.802,27.2,84.7,469.3,879.3,3.4,0.0,0.245,0.381,1181.4820940221546,0.55
2016-02-28 10:45:52+00:00,39808.23,28.0,80.9,545.6,1003.3,4.7,0.0,0.244,0.381,1258.700272608506,0.72
2016-02-28 11:15:52+00:00,45598.518,28.1,80.6,573.4,1033.3,5.2,0.0,0.243,0.381,1314.0682457795765,0.74
2016-02-28 11:45:52+00:00,47287.352,28.1,80.8,578.6,1083.3,4.7,0.0,0.242,0.381,1346.6384051710274,0.73
2016-02-28 12:15:52+00:00,48734.924,27.4,86.5,302.6,593.1,3.7,0.0,0.241,0.381,1355.8533170867047,0.49
2016-02-28 12:45:52+00:00,41979.588,27.4,86.9,406.2,763.3,2.7,0.0,0.24,0.381,1341.5552631002924,0.48
2016-02-28 13:15:52+00:00,34982.99,28.4,79.3,634.3,1223.3,3.8,0.0,0.239,0.381,1303.9889397002137,0.8
2016-02-28 13:45:52+00:00,46563.566,28.6,78.1,555.1,1016.3,4.5,0.0,0.239,0.381,1243.7972707650954,0.86
2016-02-28 14:15:52+00:00,51147.544,28.2,80.8,361.3,671.3,4.1,0.0,0.238,0.381,1162.0104045278645,0.73
2016-02-28 14:45:52+00:00,46563.566,28.3,80.1,475.6,920.3,4.1,0.0,0.237,0.381,1060.0280833316065,0.76
2016-02-28 15:15:52+00:00,45598.518,28.4,79.9,385.3,723.3,4.8,0.0,0.236,0.381,939.5956879029504,0.78
2016-02-28 15:45:52+00:00,44150.946,28.3,78.9,473.1,875.3,4.0,0.0,0.235,0.381,802.7743661272497,0.81
2016-02-28 16:15:52+00:00,41979.588,28.2,80.3,342.5,634.6,4.4,0.0,0.235,0.381,651.9057575523412,0.75
2016-02-28 16:45:52+00:00,38360.658,27.1,87.3,86.0,173.3,3.6,0.2,0.234,0.381,489.5719173402959,0.45
2016-02-28 17:15:52+00:00,25815.034,27.3,84.5,63.2,125.6,3.6,0.0,0.234,0.381,318.5511255475963,0.56
2016-02-28 17:45:52+00:00,21954.842,27.2,84.4,19.8,45.7,3.6,0.0,0.234,0.381,141.77033803636814,0.56
2016-02-28 18:15:52+00:00,19059.698,27.2,85.4,1.8,14.2,3.1,0.0,0.234,0.381,0.0,0.53
2016-02-28 18:45:52+00:00,16405.816,27.2,84.8,0.0,11.4,3.1,0.0,0.233,0.381,0.0,0.55
2016-02-28 19:15:52+00:00,13993.195999999998,27.1,84.8,0.0,11.5,3.3,0.0,0.233,0.381,0.0,0.54
2016-02-28 19:45:52+00:00,13028.148,27.1,85.1,0.0,11.7,3.1,0.0,0.233,0.381,0.0,0.53
2016-02-28 20:15:52+00:00,11580.576,27.2,84.4,0.0,12.5,3.5,0.0,0.233,0.381,0.0,0.56
2016-02-28 20:45:52+00:00,10856.79,26.9,84.7,0.0,12.3,2.9,0.0,0.233,0.381,0.0,0.54
2016-02-28 21:15:52+00:00,10374.266,26.8,85.3,0.0,11.4,2.6,0.0,0.233,0.381,0.0,0.52
2016-02-28 21:45:52+00:00,10856.79,26.6,86.5,0.0,11.1,2.6,0.0,0.232,0.381,0.0,0.47
2016-02-28 22:15:52+00:00,9891.741999999998,26.6,87.3,0.0,12.9,2.5,0.0,0.232,0.381,0.0,0.44
2016-02-28 22:45:52+00:00,8926.694,26.5,86.5,0.0,11.1,2.5,0.0,0.232,0.381,0.0,0.47
2016-02-28 23:15:52+00:00,723.786,26.5,88.1,0.0,12.2,3.0,0.0,0.232,0.381,0.0,0.41
2016-02-28 23:45:52+00:00,241.262,26.7,87.1,0.0,11.0,3.0,0.0,0.232,0.38,0.0,0.45
2016-02-29 00:16:04+00:00,482.524,26.6,86.9,0.0,11.7,2.5,0.0,0.232,0.381,0.0,0.46
2016-02-29 00:46:04+00:00,482.524,26.4,86.6,0.0,11.6,2.9,0.0,0.232,0.381,0.0,0.46
2016-02-29 01:16:04+00:00,1447.572,26.3,87.0,0.0,11.7,2.5,0.0,0.232,0.381,0.0,0.44
2016-02-29 01:46:04+00:00,1447.572,26.5,87.0,0.0,11.5,2.6,0.0,0.231,0.38,0.0,0.45
2016-02-29 02:16:04+00:00,1930.096,26.3,86.9,0.0,11.3,2.7,0.0,0.231,0.381,0.0,0.45
2016-02-29 02:46:04+00:00,2171.358,26.3,87.5,0.0,11.7,2.7,0.0,0.231,0.381,0.0,0.43
2016-02-29 03:16:04+00:00,2653.882,26.4,88.0,0.0,11.2,2.7,0.0,0.231,0.381,0.0,0.41
2016-02-29 03:46:04+00:00,3136.406,26.0,89.1,0.0,11.3,2.5,0.0,0.231,0.38,0.0,0.37
2016-02-29 04:16:04+00:00,2653.882,26.2,88.6,0.0,11.8,3.0,0.8,0.231,0.38,0.0,0.39
2016-02-29 04:46:04+00:00,3136.406,25.7,90.6,0.4,9.4,2.9,0.0,0.231,0.381,0.0,0.31
2016-02-29 05:16:04+00:00,723.786,25.6,89.8,0.0,10.3,3.0,0.0,0.231,0.38,0.0,0.33
2016-02-29 05:46:04+00:00,0.0,25.8,89.6,0.0,12.5,2.9,0.0,0.231,0.38,0.0,0.34
2016-02-29 06:16:04+00:00,723.786,25.7,88.8,3.8,14.6,2.7,0.0,0.231,0.381,4.356205822332266,0.37
2016-02-29 06:46:04+00:00,1688.8339999999998,26.1,88.5,38.8,76.1,2.7,0.0,0.231,0.381,183.5899055521957,0.39
2016-02-29 07:16:04+00:00,3618.93,26.0,87.7,89.3,171.5,3.1,0.0,0.23,0.381,359.3879496730097,0.41
2016-02-29 07:46:04+00:00,6996.597999999999,26.5,85.2,213.2,387.4,3.9,0.0,0.23,0.381,528.7415956476183,0.51
2016-02-29 08:16:04+00:00,12545.624,27.0,82.4,346.9,622.8,3.9,0.0,0.23,0.381,688.7523934255865,0.63
2016-02-29 08:46:04+00:00,21713.58,27.3,79.5,480.0,883.3,4.2,0.0,0.229,0.38,836.6817918413353,0.75
2016-02-29 09:16:04+00:00,27262.606,27.9,77.4,599.7,1099.3,3.9,0.0,0.229,0.38,969.998008434829,0.85
2016-02-29 09:46:04+00:00,31846.584,28.2,76.2,716.0,1297.3,4.0,0.0,0.228,0.38,1086.419360523566,0.91
2016-02-29 10:16:04+00:00,34741.728,28.2,75.1,645.4,1172.3,4.4,0.0,0.227,0.38,1183.9533159202524,0.95
2016-02-29 10:46:04+00:00,34741.728,28.6,71.1,870.0,1565.3,4.2,0.0,0.227,0.38,1260.9305949446473,1.13
2016-02-29 11:16:04+00:00,38360.658,29.1,67.9,930.0,1676.3,4.2,0.0,0.226,0.38,1316.0337400744677,1.29
2016-02-29 11:46:04+00:00,39808.23,28.8,72.0,804.0,1440.3,4.2,0.0,0.225,0.38,1348.319664264228,1.1
2016-02-29 12:16:04+00:00,38360.658,28.6,71.5,876.0,1585.3,4.3,0.0,0.224,0.38,1357.2357920133873,1.12
2016-02-29 12:46:04+00:00,37636.872,28.5,74.5,451.2,828.3,3.8,0.0,0.223,0.38,1342.6295169243533,0.99
2016-02-29 13:16:04+00:00,36189.3,28.2,75.6,473.8,886.3,3.6,0.0,0.222,0.38,1304.7508138766996,0.93
2016-02-29 13:46:04+00:00,33294.155999999995,28.4,73.7,524.9,940.3,3.4,0.0,0.222,0.38,1244.247961101512,1.02
2016-02-29 14:16:04+00:00,34741.728,28.6,71.1,623.7,1127.3,4.2,0.0,0.221,0.38,1162.156445362491,1.13
2016-02-29 14:46:04+00:00,35465.514,28.9,71.7,706.0,1291.3,4.1,0.0,0.22,0.38,1059.8812401203418,1.12
2016-02-29 15:16:04+00:00,33294.155999999995,28.4,75.1,508.1,928.3,4.3,0.0,0.22,0.38,939.1727599775072,0.96
2016-02-29 15:46:04+00:00,31846.584,27.6,79.1,273.8,477.1,3.9,0.2,0.219,0.38,802.0969029307158,0.77
2016-02-29 16:16:04+00:00,24126.2,28.0,76.5,321.2,551.4,3.9,0.0,0.219,0.379,650.9996931444302,0.89
2016-02-29 16:46:04+00:00,22919.89,28.0,77.6,254.8,463.0,3.7,0.0,0.219,0.379,488.4671293718764,0.84
2016-02-29 17:16:04+00:00,20989.794,27.8,78.4,143.8,264.7,4.0,0.0,0.218,0.379,317.280926204836,0.8
2016-02-29 17:46:04+00:00,16164.554,27.4,79.3,40.1,90.8,3.7,0.0,0.218,0.379,140.37090562786602,0.75
2016-02-29 18:16:04+00:00,11098.052,27.2,80.5,4.3,20.4,3.0,0.0,0.218,0.379,0.0,0.7
2016-02-29 18:46:04+00:00,6996.597999999999,26.6,83.3,0.0,11.0,3.0,0.0,0.218,0.379,0.0,0.58
2016-02-29 19:16:04+00:00,5066.502,26.2,86.9,0.0,11.0,3.1,0.0,0.218,0.379,0.0,0.44
2016-02-29 19:46:04+00:00,2653.882,26.4,86.2,0.0,11.2,3.3,0.0,0.218,0.379,0.0,0.47
2016-02-29 20:16:04+00:00,1930.096,26.4,86.0,0.0,11.6,3.1,0.0,0.218,0.379,0.0,0.48
2016-02-29 20:46:04+00:00,723.786,26.5,84.3,0.0,11.2,2.9,0.0,0.218,0.379,0.0,0.54
2016-02-29 21:16:04+00:00,723.786,26.6,83.9,0.0,11.5,3.4,0.0,0.218,0.379,0.0,0.56
2016-02-29 21:46:04+00:00,482.524,26.8,84.0,0.0,11.2,3.3,0.0,0.218,0.379,0.0,0.56
2016-02-29 22:16:04+00:00,723.786,26.6,85.6,0.0,12.3,3.1,0.0,0.218,0.379,0.0,0.5
2016-02-29 22:46:04+00:00,723.786,26.9,84.2,0.0,11.8,3.5,0.0,0.218,0.379,0.0,0.56
2016-02-29 23:16:04+00:00,241.262,26.8,82.9,0.0,11.6,3.3,0.0,0.218,0.379,0.0,0.6
2016-02-29 23:46:04+00:00,1447.572,26.8,84.3,0.0,11.6,3.4,0.0,0.218,0.379,0.0,0.55
2016-03-01 00:16:16+00:00,1688.8339999999998,26.7,84.3,0.0,10.1,2.9,0.0,0.218,0.379,0.0,0.55
2016-03-01 00:46:16+00:00,2171.358,26.8,84.5,0.0,11.3,2.8,0.0,0.217,0.379,0.0,0.55
2016-03-01 01:16:16+00:00,2653.882,26.8,84.6,0.0,12.1,3.2,0.0,0.217,0.379,0.0,0.54
2016-03-01 01:46:16+00:00,2895.144,26.8,85.7,0.0,10.8,3.1,0.0,0.218,0.379,0.0,0.5
2016-03-01 02:16:16+00:00,3618.93,26.7,86.4,0.0,11.5,2.6,0.2,0.218,0.379,0.0,0.48
2016-03-01 02:46:16+00:00,3136.406,26.3,87.4,0.0,11.1,3.0,0.0,0.217,0.379,0.0,0.43
2016-03-01 03:16:16+00:00,1688.8339999999998,26.3,85.2,0.0,11.8,3.0,0.0,0.217,0.379,0.0,0.51
2016-03-01 03:46:16+00:00,2653.882,26.5,84.1,0.0,11.3,2.7,0.0,0.217,0.379,0.0,0.55
2016-03-01 04:16:16+00:00,3618.93,26.4,84.6,0.0,11.2,2.6,0.0,0.217,0.379,0.0,0.53
2016-03-01 04:46:16+00:00,4342.715999999999,26.5,85.5,0.0,11.2,2.8,0.0,0.217,0.379,0.0,0.5
2016-03-01 05:16:16+00:00,4342.715999999999,26.4,86.2,0.0,11.0,2.5,0.0,0.217,0.378,0.0,0.47
2016-03-01 05:46:16+00:00,3618.93,26.4,87.4,0.0,11.0,2.1,0.0,0.217,0.378,0.0,0.43
2016-03-01 06:16:16+00:00,4583.977999999999,26.3,88.4,6.3,20.3,3.1,0.0,0.217,0.378,7.572010045928616,0.4
2016-03-01 06:46:16+00:00,4342.715999999999,26.1,90.2,43.1,85.7,2.2,0.0,0.217,0.378,186.84761384115947,0.33
2016-03-01 07:16:16+00:00,4583.977999999999,26.6,89.5,142.7,264.2,2.6,0.0,0.217,0.378,362.6463429592795,0.36
2016-03-01 07:46:16+00:00,6272.812,27.1,86.9,178.3,337.7,2.6,0.0,0.217,0.378,531.9594079179617,0.47
2016-03-01 08:16:16+00:00,12063.1,27.4,83.8,309.6,568.2,4.2,0.0,0.217,0.378,691.8890193447409,0.59
2016-03-01 08:46:16+00:00,18818.436,27.5,82.8,345.0,634.9,3.3,0.0,0.216,0.378,839.6979836458767,0.63
2016-03-01 09:16:16+00:00,21713.58,27.8,81.2,470.0,855.3,3.5,0.0,0.216,0.378,972.8565501352622,0.7
2016-03-01 09:46:16+00:00,26780.082,27.9,81.1,335.1,613.5,3.7,0.0,0.216,0.378,1089.0857078335544,0.71
2016-03-01 10:16:16+00:00,27986.392,28.0,78.1,550.7,999.3,4.0,0.0,0.215,0.378,1186.396190908015,0.83
