solar_TIMESTAMP,GUF_GUY_GUY_Ssp_Js_1,ta,rh,sw_in,ppfd_in,ws,precip,swc_shallow,swc_deep,ext_rad,vpd
2013-12-31 23:24:15+00:00,182.628,24.4,86.0,0.0,1.2,2.7,0.0,0.225,0.369,0.0,0.43
2013-12-31 23:54:15+00:00,60.876000000000005,24.3,87.0,0.0,1.3,2.4,0.0,0.224,0.369,0.0,0.4
2014-01-01 00:23:43+00:00,60.876000000000005,24.4,87.7,0.0,1.4,1.7,0.0,0.224,0.369,0.0,0.38
2014-01-01 00:53:43+00:00,60.876000000000005,24.5,87.7,0.0,1.3,1.6,0.0,0.223,0.369,0.0,0.38
2014-01-01 01:23:43+00:00,0.0,24.4,87.7,0.0,0.9,0.7,0.0,0.223,0.369,0.0,0.38
2014-01-01 01:53:43+00:00,60.876000000000005,24.4,88.0,0.0,1.7,0.2,0.0,0.222,0.369,0.0,0.37
2014-01-01 02:23:43+00:00,60.876000000000005,24.3,88.3,0.0,1.0,0.3,0.2,0.222,0.369,0.0,0.36
2014-01-01 02:53:43+00:00,60.876000000000005,24.2,88.9,0.0,0.8,0.5,0.2,0.221,0.369,0.0,0.34
2014-01-01 03:23:43+00:00,60.876000000000005,23.7,89.6,0.0,1.4,1.7,0.0,0.221,0.369,0.0,0.31
2014-01-01 03:53:43+00:00,182.628,23.5,90.7,0.0,0.9,2.0,3.4,0.227,0.369,0.0,0.27
2014-01-01 04:23:43+00:00,304.38,23.6,91.2,0.0,1.6,1.4,3.2,0.244,0.369,0.0,0.26
2014-01-01 04:53:43+00:00,487.008,23.7,91.5,0.0,1.5,0.8,8.2,0.269,0.369,0.0,0.25
2014-01-01 05:23:43+00:00,547.884,23.5,91.7,0.0,1.8,1.3,32.8,0.301,0.369,0.0,0.24
2014-01-01 05:53:43+00:00,487.008,23.4,91.9,0.0,0.0,1.5,1.2,0.278,0.369,0.0,0.23
2014-01-01 06:23:43+00:00,547.884,23.4,92.1,3.1,4.6,1.7,0.8,0.263,0.369,63.76316485153442,0.23
2014-01-01 06:53:43+00:00,913.14,23.3,92.2,25.7,47.3,1.3,0.4,0.258,0.371,231.3695317464916,0.22
2014-01-01 07:23:43+00:00,1704.5280000000002,23.4,92.2,36.4,72.5,2.7,4.2,0.261,0.374,394.1506243947323,0.23
2014-01-01 07:53:43+00:00,1948.032,23.5,92.1,27.2,62.1,1.9,12.2,0.294,0.377,549.3230346296742,0.23
2014-01-01 08:23:43+00:00,2008.908,23.5,92.2,49.5,111.4,2.4,1.4,0.281,0.382,694.233454714301,0.23
2014-01-01 08:53:43+00:00,2495.916,23.5,92.1,70.9,164.1,4.1,5.4,0.279,0.384,826.4040465448365,0.23
2014-01-01 09:23:43+00:00,3104.676,23.3,92.2,85.0,197.2,4.2,4.4,0.287,0.385,943.5748105154036,0.22
2014-01-01 09:53:43+00:00,3713.436,23.4,92.2,167.5,377.8,4.4,3.6,0.286,0.385,1043.742229571904,0.23
2014-01-01 10:23:43+00:00,4687.452,23.2,91.9,120.0,274.3,5.5,2.8,0.276,0.385,1125.1935276739332,0.23
2014-01-01 10:53:43+00:00,5296.212,23.0,92.0,88.9,214.9,4.4,10.2,0.294,0.385,1186.5359568727022,0.23
2014-01-01 11:23:43+00:00,6209.352,23.2,92.0,149.1,353.6,4.3,5.0,0.295,0.386,1226.7206122175437,0.23
2014-01-01 11:53:43+00:00,6878.987999999999,23.5,92.0,302.8,640.1,4.0,0.2,0.279,0.386,1245.0603672736388,0.23
2014-01-01 12:23:43+00:00,7183.368,23.8,91.6,278.6,588.4,3.6,0.0,0.265,0.386,1241.2416235642277,0.25
2014-01-01 12:53:43+00:00,7365.996,24.1,91.0,380.3,755.6,3.1,0.0,0.257,0.386,1215.3296730273685,0.27
2014-01-01 13:23:43+00:00,8583.516,24.7,88.2,444.6,888.6,3.3,0.0,0.252,0.386,1167.7675817884324,0.37
2014-01-01 13:53:43+00:00,12114.324,25.1,84.6,375.3,732.6,4.5,0.0,0.248,0.386,1099.3686143293512,0.49
2014-01-01 14:23:43+00:00,12783.96,25.2,83.1,323.6,655.0,3.8,0.0,0.246,0.386,1011.3023275889944,0.54
2014-01-01 14:53:43+00:00,10896.804,24.7,84.6,137.6,280.0,3.7,0.8,0.244,0.386,905.074572767936,0.48
2014-01-01 15:23:43+00:00,7670.376,23.7,88.3,74.4,152.8,4.5,0.2,0.243,0.386,782.5017467835567,0.34
2014-01-01 15:53:43+00:00,7183.368,23.7,88.0,168.4,347.1,4.6,0.0,0.243,0.386,645.6797336482068,0.35
2014-01-01 16:23:43+00:00,7365.996,24.0,85.8,73.0,152.2,5.2,0.8,0.242,0.386,496.9480668411878,0.43
2014-01-01 16:53:43+00:00,7183.368,22.9,89.6,28.8,66.1,6.8,2.2,0.246,0.386,338.8499254617966,0.29
2014-01-01 17:23:43+00:00,7183.368,22.8,90.7,12.9,30.2,6.9,4.8,0.272,0.386,174.08864819152475,0.26
2014-01-01 17:53:43+00:00,7183.368,22.5,91.0,5.1,10.7,6.6,7.2,0.292,0.386,5.481508635382052,0.25
2014-01-01 18:23:43+00:00,7365.996,22.6,91.1,0.2,1.1,6.8,9.2,0.3,0.386,0.0,0.25
2014-01-01 18:53:43+00:00,6878.987999999999,22.2,91.1,0.2,1.2,6.3,5.6,0.296,0.386,0.0,0.24
2014-01-01 19:23:43+00:00,6513.732,21.8,91.2,0.0,1.5,5.6,1.6,0.288,0.386,0.0,0.23
2014-01-01 19:53:43+00:00,6696.360000000001,21.7,91.1,0.0,1.8,4.9,0.2,0.274,0.386,0.0,0.23
2014-01-01 20:23:43+00:00,6209.352,21.8,91.1,0.0,1.0,4.1,0.0,0.264,0.386,0.0,0.23
2014-01-01 20:53:43+00:00,6209.352,21.8,91.2,0.0,0.5,4.1,0.0,0.257,0.386,0.0,0.23
2014-01-01 21:23:43+00:00,6026.724,21.7,91.2,0.0,1.1,3.2,0.0,0.253,0.386,0.0,0.23
2014-01-01 21:53:43+00:00,5904.972,21.5,91.2,0.0,1.3,2.9,0.0,0.25,0.386,0.0,0.23
2014-01-01 22:23:43+00:00,5722.343999999999,21.3,91.0,0.0,0.4,3.2,0.0,0.247,0.386,0.0,0.23
2014-01-01 22:53:43+00:00,5722.343999999999,21.1,90.6,0.0,1.3,2.3,0.0,0.245,0.386,0.0,0.24
2014-01-01 23:23:43+00:00,1339.272,21.1,90.5,0.0,0.8,1.7,0.0,0.243,0.386,0.0,0.24
2014-01-01 23:53:43+00:00,1339.272,21.2,89.7,0.0,1.3,1.8,0.0,0.241,0.386,0.0,0.26
2014-01-02 00:23:18+00:00,1339.272,21.1,89.8,0.0,0.3,1.2,0.0,0.24,0.386,0.0,0.26
2014-01-02 00:53:18+00:00,1339.272,21.0,89.9,0.0,1.1,1.3,0.0,0.239,0.386,0.0,0.25
2014-01-02 01:23:18+00:00,1217.52,21.0,89.6,0.0,0.8,2.6,0.0,0.238,0.386,0.0,0.26
2014-01-02 01:53:18+00:00,1217.52,20.9,89.9,0.0,2.7,2.1,0.0,0.237,0.386,0.0,0.25
2014-01-02 02:23:18+00:00,1217.52,20.8,90.3,0.0,3.9,1.6,0.0,0.236,0.386,0.0,0.24
2014-01-02 02:53:18+00:00,1339.272,20.8,90.1,0.0,0.0,1.4,0.0,0.235,0.386,0.0,0.24
2014-01-02 03:23:18+00:00,1095.768,20.9,89.3,0.0,0.2,1.6,0.0,0.234,0.386,0.0,0.27
2014-01-02 03:53:18+00:00,1095.768,20.9,89.3,0.0,1.5,1.5,0.0,0.234,0.386,0.0,0.27
2014-01-02 04:23:18+00:00,1095.768,20.8,89.6,0.0,1.2,1.9,0.0,0.233,0.386,0.0,0.26
2014-01-02 04:53:18+00:00,1095.768,21.5,85.5,0.0,0.9,1.2,0.0,0.232,0.386,0.0,0.37
2014-01-02 05:23:18+00:00,1217.52,21.4,86.0,0.0,1.3,0.8,0.0,0.232,0.386,0.0,0.36
2014-01-02 05:53:18+00:00,1095.768,21.2,88.0,0.0,1.5,0.9,0.0,0.231,0.386,0.0,0.3
2014-01-02 06:23:18+00:00,1095.768,21.0,90.0,1.5,2.9,1.6,0.0,0.231,0.386,59.0235888960306,0.25
2014-01-02 06:53:18+00:00,1095.768,20.8,90.9,19.3,39.6,1.3,0.0,0.23,0.386,226.8416869652689,0.23
2014-01-02 07:23:18+00:00,1217.52,20.9,91.3,84.2,163.7,1.6,0.0,0.229,0.386,389.91502096796887,0.22
2014-01-02 07:53:18+00:00,1217.52,21.3,91.4,141.2,273.7,0.6,0.0,0.229,0.386,545.4551641391166,0.22
2014-01-02 08:23:18+00:00,1339.272,21.9,91.0,184.0,366.2,0.9,0.0,0.229,0.386,690.8025001942707,0.24
2014-01-02 08:53:18+00:00,1400.148,22.6,90.6,203.5,411.9,0.3,0.0,0.228,0.386,823.47170076119,0.26
2014-01-02 09:23:18+00:00,2374.164,23.6,89.2,307.0,626.9,0.1,0.0,0.228,0.386,941.19422265829,0.32
2014-01-02 09:53:18+00:00,4870.08,24.5,86.9,411.0,815.6,0.8,0.0,0.227,0.385,1041.9570983473584,0.4
2014-01-02 10:23:18+00:00,4870.08,24.4,86.2,145.8,311.8,2.7,5.2,0.229,0.385,1124.0373562705229,0.42
2014-01-02 10:53:18+00:00,2739.42,23.9,86.8,290.1,599.9,2.3,0.4,0.249,0.385,1186.0314825059377,0.39
2014-01-02 11:23:18+00:00,2495.916,24.7,88.2,312.2,640.0,1.5,0.0,0.256,0.385,1226.8794199662557,0.37
2014-01-02 11:53:18+00:00,3165.552,25.4,87.7,336.5,683.6,1.9,0.0,0.254,0.385,1245.8826947670009,0.4
2014-01-02 12:23:18+00:00,5722.343999999999,26.0,84.1,451.3,904.6,3.0,0.0,0.252,0.385,1242.7163598120044,0.54
2014-01-02 12:53:18+00:00,8766.144,26.4,80.5,370.5,745.6,3.8,0.0,0.249,0.385,1217.4345513642968,0.67
2014-01-02 13:23:18+00:00,9801.036,26.8,79.6,622.7,1205.6,3.1,0.0,0.247,0.385,1170.4695635830756,0.72
2014-01-02 13:53:18+00:00,9557.532,26.8,76.9,463.0,906.6,5.2,0.0,0.244,0.385,1102.6244568455436,0.81
2014-01-02 14:23:18+00:00,7426.871999999999,26.5,79.7,351.7,675.6,3.8,0.0,0.242,0.385,1015.059326239539,0.7
2014-01-02 14:53:18+00:00,6696.360000000001,26.4,79.5,312.0,605.2,4.0,0.0,0.24,0.385,909.2714650195908,0.71
2014-01-02 15:23:18+00:00,6209.352,26.5,79.6,244.8,472.4,3.1,0.0,0.238,0.385,787.0697622106086,0.71
2014-01-02 15:53:18+00:00,5357.088,26.4,80.4,265.7,516.0,3.2,0.0,0.237,0.385,650.5437721357981,0.68
2014-01-02 16:23:18+00:00,5539.715999999999,26.6,79.3,257.5,494.6,3.3,0.2,0.236,0.385,502.0279847517412,0.72
2014-01-02 16:53:18+00:00,4443.947999999999,26.3,80.9,146.9,284.3,3.7,0.0,0.234,0.385,344.06190773691407,0.65
2014-01-02 17:23:18+00:00,2617.668,26.0,82.2,66.8,126.8,3.3,0.0,0.233,0.385,179.34664289716326,0.6
2014-01-02 17:53:18+00:00,1339.272,25.7,82.9,16.4,35.9,2.7,0.0,0.232,0.385,10.698699395355394,0.57
2014-01-02 18:23:18+00:00,547.884,25.5,84.6,0.0,2.4,2.6,0.0,0.231,0.385,0.0,0.5
2014-01-02 18:53:18+00:00,243.504,25.3,85.8,0.0,1.1,2.9,0.0,0.231,0.385,0.0,0.46
2014-01-02 19:23:18+00:00,121.752,25.2,85.8,0.0,1.0,2.6,0.0,0.23,0.385,0.0,0.46
2014-01-02 19:53:18+00:00,60.876000000000005,25.1,85.0,0.0,1.4,2.5,0.0,0.229,0.385,0.0,0.48
2014-01-02 20:23:18+00:00,60.876000000000005,25.0,85.1,0.0,0.2,2.0,0.0,0.229,0.385,0.0,0.47
2014-01-02 20:53:18+00:00,0.0,25.0,85.5,0.0,0.7,1.9,0.0,0.228,0.385,0.0,0.46
2014-01-02 21:23:18+00:00,182.628,25.0,86.2,0.0,1.0,2.1,0.0,0.228,0.385,0.0,0.44
2014-01-02 21:53:18+00:00,304.38,25.0,86.8,0.0,1.9,2.0,0.0,0.227,0.384,0.0,0.42
2014-01-02 22:23:18+00:00,365.256,25.2,87.0,0.0,2.5,2.5,0.0,0.227,0.385,0.0,0.42
2014-01-02 22:53:18+00:00,487.008,25.2,87.3,0.0,0.0,2.6,0.0,0.227,0.385,0.0,0.41
2014-01-02 23:23:18+00:00,60.876000000000005,25.1,87.2,0.0,1.3,2.9,0.0,0.226,0.384,0.0,0.41
2014-01-02 23:53:18+00:00,121.752,25.1,87.0,0.0,2.1,2.2,0.0,0.226,0.384,0.0,0.41
2014-01-03 00:22:53+00:00,243.504,25.2,86.4,0.0,0.1,2.7,0.0,0.225,0.384,0.0,0.44
2014-01-03 00:52:53+00:00,304.38,25.2,85.9,0.0,1.8,2.1,0.0,0.225,0.384,0.0,0.45
2014-01-03 01:22:53+00:00,243.504,25.2,86.1,0.0,1.1,2.1,0.0,0.225,0.384,0.0,0.45
2014-01-03 01:52:53+00:00,243.504,25.1,86.6,0.0,0.7,2.1,0.0,0.224,0.384,0.0,0.43
2014-01-03 02:22:53+00:00,304.38,25.0,87.3,0.0,2.6,2.1,0.0,0.224,0.384,0.0,0.4
2014-01-03 02:52:53+00:00,243.504,24.8,87.7,0.0,1.3,2.2,0.0,0.224,0.384,0.0,0.39
2014-01-03 03:22:53+00:00,304.38,24.8,87.8,0.0,1.5,2.1,0.0,0.224,0.384,0.0,0.38
2014-01-03 03:52:53+00:00,304.38,24.8,87.4,0.0,1.3,2.1,0.0,0.223,0.384,0.0,0.4
2014-01-03 04:22:53+00:00,304.38,24.8,87.4,0.0,1.7,2.0,0.0,0.223,0.384,0.0,0.39
2014-01-03 04:52:53+00:00,304.38,24.8,87.6,0.0,2.5,1.7,0.0,0.223,0.384,0.0,0.39
2014-01-03 05:22:53+00:00,304.38,24.8,87.5,0.0,2.2,1.9,0.0,0.222,0.384,0.0,0.39
2014-01-03 05:52:53+00:00,365.256,24.8,87.4,0.0,0.7,2.0,0.0,0.222,0.384,0.0,0.4
2014-01-03 06:22:53+00:00,304.38,24.6,88.5,6.0,13.3,2.0,0.0,0.222,0.384,54.32937201063734,0.36
2014-01-03 06:52:53+00:00,365.256,24.6,88.6,37.7,72.8,2.2,0.0,0.222,0.384,222.36345214826025,0.35
2014-01-03 07:22:53+00:00,487.008,24.8,87.8,118.5,216.6,2.3,0.0,0.221,0.384,385.7327114076048,0.38
2014-01-03 07:52:53+00:00,2800.2960000000003,25.6,85.3,351.0,622.0,2.3,0.0,0.221,0.383,541.6436393980301,0.48
2014-01-03 08:22:53+00:00,8218.26,26.4,79.5,432.3,779.6,4.1,0.0,0.221,0.383,687.4302571393926,0.71
2014-01-03 08:52:53+00:00,9009.648,26.5,78.9,438.0,794.6,4.1,0.0,0.22,0.383,820.5997036803183,0.73
2014-01-03 09:22:53+00:00,6878.987999999999,26.4,80.1,249.4,486.8,3.4,0.0,0.22,0.384,938.874862546229,0.69
2014-01-03 09:52:53+00:00,6696.360000000001,26.5,80.8,364.0,704.6,4.1,0.0,0.219,0.384,1040.2332991279893,0.66
2014-01-03 10:22:53+00:00,8766.144,27.0,77.0,602.5,1143.6,4.2,0.0,0.219,0.384,1122.9418432038058,0.82
2014-01-03 10:52:53+00:00,7974.755999999999,27.0,76.9,455.3,859.6,4.3,0.0,0.218,0.384,1185.5862252498705,0.83
2014-01-03 11:22:53+00:00,7974.755999999999,27.2,76.3,527.3,1052.6,3.8,0.0,0.218,0.384,1227.0952597726755,0.85
2014-01-03 11:52:53+00:00,8400.887999999999,27.4,74.9,558.2,1031.6,3.7,0.0,0.217,0.384,1246.7591621376152,0.92
2014-01-03 12:22:53+00:00,6331.104,26.3,78.6,444.4,910.6,4.2,0.0,0.217,0.384,1244.2416856813209,0.73
2014-01-03 12:52:53+00:00,4991.831999999999,25.9,83.2,587.6,1158.6,3.1,0.0,0.216,0.384,1219.5858715644822,0.56
2014-01-03 13:22:53+00:00,4504.824,25.9,83.7,379.9,745.6,4.0,1.4,0.216,0.384,1173.21331303966,0.55
2014-01-03 13:52:53+00:00,1156.644,25.5,87.7,276.7,555.3,2.7,0.0,0.218,0.384,1105.91694670805,0.4
2014-01-03 14:22:53+00:00,669.636,25.2,87.6,167.0,345.8,3.6,0.6,0.219,0.384,1018.8474940236844,0.4
2014-01-03 14:52:53+00:00,487.008,24.6,87.9,183.8,382.4,4.1,5.6,0.231,0.384,913.493784880982,0.38
2014-01-03 15:22:53+00:00,60.876000000000005,23.9,88.9,150.1,307.8,3.0,0.6,0.272,0.384,791.657299733699,0.33
2014-01-03 15:52:53+00:00,0.0,24.6,90.0,54.0,116.0,2.6,0.2,0.264,0.384,655.4213655544776,0.31
2014-01-03 16:22:53+00:00,182.628,24.2,90.3,7.3,17.5,3.7,22.2,0.286,0.384,507.1155323600739,0.29
2014-01-03 16:52:53+00:00,182.628,23.3,90.6,3.9,9.4,3.2,23.8,0.334,0.384,349.2757394374984,0.27
2014-01-03 17:22:53+00:00,304.38,23.6,90.9,4.8,8.3,4.0,8.4,0.328,0.387,184.6009524012896,0.27
2014-01-03 17:52:53+00:00,487.008,22.1,91.5,1.9,3.0,5.2,15.0,0.343,0.387,15.907012559014037,0.23
2014-01-03 18:22:53+00:00,547.884,22.1,92.1,0.0,0.7,3.1,5.8,0.341,0.388,0.0,0.21
2014-01-03 18:52:53+00:00,852.2640000000001,22.5,92.3,0.0,0.8,3.3,1.0,0.331,0.388,0.0,0.21
2014-01-03 19:22:53+00:00,547.884,22.6,92.3,0.0,0.7,1.7,2.0,0.311,0.388,0.0,0.21
2014-01-03 19:52:53+00:00,487.008,22.5,92.3,0.0,1.3,1.5,2.6,0.303,0.388,0.0,0.21
2014-01-03 20:22:53+00:00,547.884,22.9,92.2,0.0,1.8,1.9,1.8,0.299,0.388,0.0,0.22
2014-01-03 20:52:53+00:00,730.512,23.7,90.6,0.1,0.9,3.9,0.2,0.293,0.388,0.0,0.28
2014-01-03 21:22:53+00:00,730.512,24.0,89.9,0.2,1.6,2.7,0.0,0.276,0.388,0.0,0.3
2014-01-03 21:52:53+00:00,730.512,23.9,90.0,0.1,1.3,2.4,0.0,0.266,0.388,0.0,0.3
2014-01-03 22:22:53+00:00,669.636,24.3,88.5,0.5,1.4,3.1,0.0,0.259,0.388,0.0,0.35
2014-01-03 22:52:53+00:00,669.636,24.5,86.5,0.0,2.9,3.4,0.0,0.255,0.388,0.0,0.42
2014-01-03 23:22:53+00:00,60.876000000000005,24.5,85.8,0.0,0.4,2.7,0.0,0.251,0.388,0.0,0.44
2014-01-03 23:52:53+00:00,182.628,24.5,86.4,0.5,2.1,3.4,1.4,0.249,0.388,0.0,0.42
2014-01-04 00:22:29+00:00,304.38,23.8,88.5,0.0,1.6,2.9,0.6,0.249,0.388,0.0,0.34
2014-01-04 00:52:29+00:00,182.628,24.0,86.7,1.3,1.5,2.6,0.0,0.249,0.388,0.0,0.4
2014-01-04 01:22:29+00:00,121.752,24.2,84.7,0.9,0.9,2.5,0.0,0.249,0.388,0.0,0.46
2014-01-04 01:52:29+00:00,60.876000000000005,24.1,85.0,0.0,1.2,2.3,0.0,0.248,0.387,0.0,0.45
2014-01-04 02:22:29+00:00,121.752,24.2,84.8,0.0,1.9,2.9,0.0,0.247,0.387,0.0,0.46
2014-01-04 02:52:29+00:00,182.628,24.3,84.0,0.0,0.6,3.3,0.0,0.246,0.387,0.0,0.49
2014-01-04 03:22:29+00:00,121.752,24.3,84.4,0.0,2.0,2.6,0.0,0.245,0.387,0.0,0.48
2014-01-04 03:52:29+00:00,182.628,24.4,83.8,0.0,1.2,2.9,0.0,0.243,0.387,0.0,0.5
2014-01-04 04:22:29+00:00,121.752,24.3,82.8,0.0,2.2,3.0,0.2,0.242,0.387,0.0,0.52
2014-01-04 04:52:29+00:00,182.628,24.3,82.7,0.0,2.9,3.3,0.0,0.241,0.387,0.0,0.53
2014-01-04 05:22:29+00:00,182.628,24.3,82.8,0.0,1.8,3.1,0.0,0.24,0.387,0.0,0.53
2014-01-04 05:52:29+00:00,182.628,24.5,82.2,0.0,2.3,3.1,0.0,0.239,0.387,0.0,0.55
2014-01-04 06:22:29+00:00,182.628,24.6,82.2,2.4,3.3,2.5,0.0,0.238,0.387,49.776954220469136,0.55
2014-01-04 06:52:29+00:00,182.628,24.5,82.9,26.7,50.8,2.0,0.0,0.237,0.387,218.0293392638098,0.53
2014-01-04 07:22:29+00:00,243.504,24.7,83.2,85.6,165.6,1.8,0.0,0.237,0.387,381.6946625345381,0.52
2014-01-04 07:52:29+00:00,1400.148,25.1,83.5,231.6,439.3,2.8,0.2,0.236,0.387,537.9743256423598,0.53
2014-01-04 08:22:29+00:00,5113.584,25.8,80.6,440.3,797.6,3.4,0.0,0.235,0.387,684.1960200260575,0.65
2014-01-04 08:52:29+00:00,9679.284,26.5,77.2,646.4,1117.6,3.9,0.0,0.234,0.387,817.8594222254212,0.79
2014-01-04 09:22:29+00:00,8644.392,26.6,74.8,453.7,825.6,5.2,0.0,0.233,0.387,936.6789483314388,0.88
2014-01-04 09:52:29+00:00,7609.5,26.6,75.2,437.2,823.6,4.1,0.0,0.232,0.387,1038.6228365299255,0.86
2014-01-04 10:22:29+00:00,7853.004,26.6,75.4,563.9,1081.6,4.5,0.0,0.231,0.387,1121.947889442815,0.86
2014-01-04 10:52:29+00:00,10775.052,27.1,73.2,761.0,1455.6,5.4,0.0,0.231,0.387,1185.229282183984,0.96
2014-01-04 11:22:29+00:00,9679.284,27.0,72.6,542.5,1056.6,5.4,0.0,0.23,0.387,1227.384926420796,0.98
2014-01-04 11:52:29+00:00,8827.02,27.0,74.5,496.4,970.6,3.4,0.0,0.229,0.386,1247.6939738213227,0.91
2014-01-04 12:22:29+00:00,8827.02,27.0,73.6,594.8,1138.6,4.8,0.0,0.228,0.386,1245.8091424803042,0.94
2014-01-04 12:52:29+00:00,9009.648,27.1,73.6,580.2,1160.6,4.6,0.0,0.227,0.386,1221.7626555410254,0.95
2014-01-04 13:22:29+00:00,9253.152,27.1,73.9,669.2,1300.6,4.6,0.0,0.226,0.386,1175.9656904583155,0.94
2014-01-04 13:52:29+00:00,8218.26,27.0,73.8,430.2,832.6,4.2,0.0,0.225,0.386,1109.2013483129542,0.94
2014-01-04 14:22:29+00:00,7853.004,27.1,74.0,554.6,1030.6,4.1,0.0,0.224,0.386,1022.6112633919098,0.93
2014-01-04 14:52:29+00:00,7426.871999999999,26.9,74.8,490.8,918.6,4.4,0.0,0.224,0.386,917.6760819977812,0.89
2014-01-04 15:22:29+00:00,8644.392,27.1,73.1,516.7,961.6,5.0,0.0,0.223,0.386,796.1901442842275,0.97
2014-01-04 15:52:29+00:00,8218.26,27.0,73.5,340.1,647.1,4.7,0.0,0.222,0.386,660.2308020408335,0.94
2014-01-04 16:22:29+00:00,7061.615999999999,26.8,74.7,295.8,558.0,4.8,0.0,0.222,0.386,512.1228970737177,0.89
2014-01-04 16:52:29+00:00,5661.468,26.7,75.7,206.2,387.8,3.9,0.0,0.221,0.386,354.39900758118,0.85
2014-01-04 17:22:29+00:00,3591.684,26.4,77.3,141.6,258.4,3.8,0.0,0.221,0.386,189.75614228969727,0.78
2014-01-04 17:52:29+00:00,2069.784,26.1,79.4,31.8,62.0,3.2,0.0,0.221,0.386,21.00962285792424,0.7
2014-01-04 18:22:29+00:00,974.016,25.7,80.9,0.0,4.2,2.9,0.0,0.22,0.385,0.0,0.63
2014-01-04 18:52:29+00:00,487.008,25.4,81.4,0.0,1.1,3.3,0.0,0.22,0.385,0.0,0.6
2014-01-04 19:22:29+00:00,304.38,25.3,82.2,0.0,0.0,3.1,0.0,0.22,0.385,0.0,0.57
2014-01-04 19:52:29+00:00,243.504,25.2,82.9,0.0,2.2,3.3,0.0,0.219,0.385,0.0,0.55
2014-01-04 20:22:29+00:00,121.752,25.2,82.6,0.0,1.7,3.4,0.0,0.219,0.385,0.0,0.56
2014-01-04 20:52:29+00:00,121.752,25.2,82.5,0.0,3.1,3.7,0.0,0.219,0.385,0.0,0.56
2014-01-04 21:22:29+00:00,60.876000000000005,25.3,82.1,0.0,1.7,3.6,0.0,0.219,0.385,0.0,0.58
2014-01-04 21:52:29+00:00,121.752,25.3,81.9,0.0,1.1,3.6,0.0,0.219,0.385,0.0,0.59
2014-01-04 22:22:29+00:00,60.876000000000005,25.3,80.6,0.0,1.8,3.7,0.0,0.218,0.385,0.0,0.63
2014-01-04 22:52:29+00:00,0.0,25.3,81.8,0.0,0.2,3.2,0.0,0.218,0.385,0.0,0.59
2014-01-04 23:22:29+00:00,121.752,25.2,81.3,0.0,0.8,3.7,0.0,0.218,0.385,0.0,0.6
2014-01-04 23:52:29+00:00,182.628,25.2,80.6,0.0,1.4,3.6,0.0,0.218,0.385,0.0,0.62
2014-01-05 00:22:04+00:00,182.628,25.2,80.6,0.0,1.8,3.2,0.0,0.218,0.385,0.0,0.62
2014-01-05 00:52:04+00:00,182.628,25.1,80.5,0.0,0.8,3.5,0.0,0.217,0.385,0.0,0.62
2014-01-05 01:22:04+00:00,182.628,25.0,80.8,0.0,1.2,3.3,0.0,0.217,0.385,0.0,0.61
2014-01-05 01:52:04+00:00,121.752,24.9,82.5,0.0,1.7,2.9,0.0,0.217,0.385,0.0,0.55
2014-01-05 02:22:04+00:00,121.752,24.7,82.6,0.0,0.8,2.9,0.0,0.217,0.385,0.0,0.54
2014-01-05 02:52:04+00:00,60.876000000000005,24.7,82.9,0.0,0.8,2.4,0.0,0.217,0.385,0.0,0.53
2014-01-05 03:22:04+00:00,60.876000000000005,24.5,83.2,0.0,1.2,2.7,0.0,0.216,0.385,0.0,0.52
2014-01-05 03:52:04+00:00,0.0,24.5,82.8,0.0,1.1,2.5,0.0,0.216,0.385,0.0,0.53
2014-01-05 04:22:04+00:00,0.0,24.6,82.8,0.0,2.4,2.6,0.0,0.216,0.385,0.0,0.53
2014-01-05 04:52:04+00:00,60.876000000000005,24.6,82.5,0.0,0.7,2.4,0.0,0.216,0.385,0.0,0.54
2014-01-05 05:22:04+00:00,0.0,24.6,82.8,0.0,1.1,2.5,0.0,0.216,0.385,0.0,0.53
2014-01-05 05:52:04+00:00,0.0,24.6,82.7,0.0,1.5,2.9,0.0,0.216,0.385,0.0,0.54
2014-01-05 06:22:04+00:00,0.0,24.5,83.0,5.9,11.7,2.4,0.0,0.215,0.385,45.18009043238119,0.52
2014-01-05 06:52:04+00:00,60.876000000000005,24.6,83.2,53.6,101.8,2.2,0.0,0.215,0.385,213.6564759180845,0.52
2014-01-05 07:22:04+00:00,669.636,24.9,83.1,164.6,311.8,1.9,0.0,0.215,0.385,377.62450056254687,0.54
2014-01-05 07:52:04+00:00,3835.188,25.7,80.5,321.2,578.4,2.3,0.0,0.215,0.385,534.2803625169004,0.65
2014-01-05 08:22:04+00:00,7731.251999999999,26.4,78.7,408.2,745.6,3.5,0.0,0.215,0.385,680.945294112663,0.73
2014-01-05 08:52:04+00:00,7731.251999999999,26.4,77.6,368.1,675.4,3.9,0.0,0.214,0.385,815.1113680344233,0.77
2014-01-05 09:22:04+00:00,7731.251999999999,26.7,76.1,434.8,792.6,4.2,0.0,0.214,0.384,934.4843822196644,0.84
2014-01-05 09:52:04+00:00,7365.996,26.6,75.9,372.5,737.6,4.0,0.0,0.213,0.384,1037.023090163303,0.84
2014-01-05 10:22:04+00:00,7548.624,26.7,75.1,467.2,920.6,4.0,0.0,0.213,0.384,1120.974105796918,0.88
2014-01-05 10:52:04+00:00,7731.251999999999,26.6,77.1,417.0,807.6,3.9,0.0,0.212,0.384,1184.901886074773,0.8
