,,,,,mean_pi_width,mean_pi_width,mean_coverage_eps,mean_coverage_eps,winkler_score_norm,winkler_score_norm
,,,,,mean,std,mean,std,mean,std
dataset,ts_instance,fc_model,uc_model,alpha,,,,,,
hydro-531_basin_list.txt,03182500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.1322456105836551,0.008453413813379239,0.025228102189781,0.0026673402507954073,0.6715793479261597,0.0029629823169251227
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,5.201295368101475,,-0.003223844282238472,,2.864405393337609,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,3.145540947824209,,-0.004622871046228688,,1.960696476895743,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,2.2557049349784273,,-0.015754257907542618,,1.5490084843055194,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,4.667625627813548,,-0.02116788321167888,,2.9145645726998417,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,2.9500169790465467,,-0.0262165450121655,,1.9918375757304496,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,2.1601216542169706,,-0.03491484184914842,,1.562722575429405,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,5.517417146939866,,-0.029683698296836966,,3.094441854195565,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,3.1817211870403184,,-0.04841849148418495,,2.121760470509969,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,2.6610420570502606,,-0.021836982968369806,,1.6125401024697599,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,5.363680657026541,,-0.00261557177615572,,2.848221316677575,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,3.3006202076400863,,-0.002798053527980543,,1.9528237962439585,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,2.3888870076867788,,0.0009732360097323978,,1.5385199636712843,
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,2.668808410673826,0.1592291182464334,-0.062150243309002415,0.017897369789314083,1.854903458734344,0.029395992191868163
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.9645745463333935,0.05413303739772262,-0.09593978102189779,0.008816017664620297,1.4456043233194422,0.00850396205722363
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,1.5260902636723,0.032138659873391005,-0.14387165450121653,0.01566892147705024,1.224832252612588,0.007182142700128767
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,3.9898387572417655,0.016819821169566134,0.002174574209245758,0.000873564879339715,2.3606984901486685,0.017396463297381044
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,2.3563471912811997,0.014870660453379824,0.0026003649635036596,0.0014559414655661873,1.5772686324622898,0.006472917163332126
hydro-531_basin_list.txt,03186500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.7281394870793152,0.01891863242576166,0.012530413625304132,0.0018078421026081711,1.2173224211587514,0.009666262166178408
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,4.511862045584514,,-0.007177615571776139,,3.8658382471394783,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,2.5108201350210066,,-0.013138686131386884,,2.403459553627202,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.7184620297121886,,-0.01940389294403891,,1.8014968636042354,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,4.38669802721617,,-0.02633819951338194,,3.893377330513765,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,2.3660815408557583,,-0.035340632603406336,,2.4092017554621656,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.6217235591616073,,-0.04434306569343063,,1.8039091211379301,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,4.979713875755051,,-0.06283454987834551,,4.2140396061509735,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,2.6859126268838445,,-0.07700729927007297,,2.565108888962707,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,2.000050653089427,,-0.06107055961070565,,1.8899351195035696,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,5.413741569775734,,-0.001703163017031592,,3.7748821448600443,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,2.7694511542282547,,-0.0018856447688564149,,2.3670345906059453,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.8703723839527209,,0.002798053527980543,,1.7686752885627648,
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,2.472273613532457,0.18792587436724453,-0.06435523114355231,0.019892464021615403,1.9453630725674131,0.06731818282627301
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.7171807350078712,0.06123242170926254,-0.10506386861313868,0.026256166864709513,1.4570049159344933,0.028631517284644508
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,1.27121124727937,0.06293451814887076,-0.15793795620437956,0.02409852025815718,1.2190593987111713,0.025527852593590323
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,4.255954024089623,0.06909869468207704,-0.0012469586374695557,0.0011779146430071217,3.2492357947877233,0.024109613436265616
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,2.666248539825244,0.03799910872092759,0.00031934306569342263,0.0015181446808466745,2.131630674504064,0.01200730604290962
hydro-531_basin_list.txt,03237280_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.9914169320678043,0.023312666731994246,0.004927007299270064,0.003590010383135807,1.6337485451349272,0.013556739213025542
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,4.204496379642591,,0.0034671532846715786,,2.734361620289058,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,2.1744173170586283,,0.006021897810219029,,1.720782286279615,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.4356928827952584,,0.003102189781021919,,1.2968468427275128,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,3.305200136762901,,-0.03242092457420924,,2.8950217457549363,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,1.7793519831740654,,-0.0417274939172749,,1.7938808990484376,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.1786839918498575,,-0.04920924574209243,,1.3187298787238133,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,3.5888505072453016,,-0.07652068126520677,,3.3618581374982397,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,1.7606240121008705,,-0.08582725060827254,,1.932324963240613,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.0832962302758455,,-0.07871046228710468,,1.3679354177126846,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,3.943781181172878,,-0.002007299270072968,,2.6892910880351626,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,2.0262259366194697,,-0.0009732360097323978,,1.6917421809338722,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.3498940431216047,,0.003406326034063295,,1.268764205301892,
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,2.054944327191751,0.06676978752480073,-0.019419099756690997,0.0039057142406925776,1.4919225828429807,0.0469963522147855
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.3612756142913933,0.020802071014745904,-0.03161496350364962,0.010748179772350623,1.1162353702943342,0.017891990134571618
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,1.0414950170909982,0.02375578474187462,-0.05513990267639904,0.014421105060439428,0.9092688237868581,0.013436072938578722
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,3.202249509062609,0.031181083972532008,0.0034671532846715786,0.0,2.372611650146789,0.01247266762962551
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,1.7647738113926854,0.016406990730706304,0.0102798053527981,0.001241631053722212,1.5186915595398551,0.005670124516348076
hydro-531_basin_list.txt,03237500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.2252072427657472,0.008104822202595409,0.02735705596107052,0.001299270642536124,1.1346656316090662,0.003941331399299182
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,5.3452734725862525,,-0.00018248175182482285,,3.567908078952128,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,2.3766572214753667,,-0.0015815085158150388,,2.2572215621443488,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.303001542922354,,-0.0035888077858881318,,1.6603434242227697,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,4.336246948208832,,-0.030291970802919718,,3.7475478898761048,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,2.1652975396010707,,-0.027737226277372268,,2.3159978942126442,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.278355401870398,,-0.03917274939172746,,1.6867392664948602,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,3.6799348262467233,,-0.05492700729927007,,3.8785845106399623,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,2.003230494884389,,-0.06909975669099752,,2.3893039128474736,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.230874586478782,,-0.06593673965936744,,1.723559280356471,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,5.064674296137626,,-0.006873479318734763,,3.5551736701037417,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,2.428768894877602,,-0.003406326034063295,,2.2250365075593534,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.3678054551065983,,6.0827250608269656e-05,,1.6359265129339096,
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,2.447479973395339,0.04638346870027941,-0.016757907542579067,0.007558668056106517,1.8888637793282672,0.0342132481153708
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.5685517586758608,0.08745526966616023,-0.0402068126520681,0.010388230703527589,1.3656155046149512,0.023125420588386958
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,1.0817980165808596,0.04919852151017035,-0.0706508515815085,0.018914406126760437,1.1229254533165678,0.020129482473245076
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,4.736643004151845,0.07730598804723443,0.0009580291970802818,0.0016910814393362118,3.0304145733587933,0.018385413188235205
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,2.260668794953076,0.031165530030474092,0.0006234793187347987,0.0012753188995751402,1.9371491625431727,0.003439920031266895
hydro-531_basin_list.txt,03238500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.3920918538840148,0.01149643219522958,-0.0016879562043795593,0.0017449223923416736,1.453490841102923,0.0034004665674743266
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,2.396908194678688,,-0.01082725060827254,,1.803890542673296,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,1.427449731187954,,-0.01192214111922138,,1.168383113780017,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,0.9872722747370855,,-0.026399026763990224,,0.8942800677385799,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,2.4783276792642845,,-0.03181265206812649,,1.8833493922152749,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,1.4216080100395674,,-0.04598540145985405,,1.2116484589490375,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.0035351357647102,,-0.050121654501216556,,0.916840883761345,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,2.6197858955847084,,-0.08412408759124083,,2.0933844846426317,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,1.3479968355447416,,-0.10133819951338194,,1.3094374544976886,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.0881120786614662,,-0.07749391727493918,,0.9640500852356635,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,2.832103172865517,,-0.004744525547445241,,1.7506379594708001,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,1.618213005653988,,-0.0073600973236009615,,1.1461391026868515,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.1138337999219732,,-0.005413625304136277,,0.87820429702868,
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,1.5977638924489854,0.04746479858511043,-0.02284063260340631,0.008906918057430137,1.0559413587102902,0.023323209631762657
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.1692903060420732,0.035649626417456934,-0.03822992700729927,0.007901691640369,0.787982880961301,0.008671331343616152
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.834167946216145,0.038472672372442666,-0.08623783454987838,0.025210155923089776,0.669985903039237,0.005355746039766564
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,1.7550146561977058,0.0084795291377373,-0.005656934306569342,0.0006570093976487877,1.355493743157857,0.0033970245314870035
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,1.1124744751239128,0.0062405497738330425,-0.000745133819951338,0.0033351143855628955,0.8880769203956167,0.002739381132917811
hydro-531_basin_list.txt,03241500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,0.8489376057954527,0.003537951860789154,0.008804744525547414,0.0017625039183611106,0.6870171685861317,0.001688321729092439
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,4.007213392668832,,0.018673965936739714,,2.265960386408144,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,2.199164705047352,,0.0327858880778589,,1.3959221696160187,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.5129455266352698,,0.04324817518248178,,1.0410732352985854,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,2.5376869067730983,,-0.03181265206812649,,2.253999619565988,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,1.4184907450546893,,-0.048114355231143574,,1.388841439406597,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.0191116826087598,,-0.05225060827250608,,1.0414948486187665,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,3.2969519461158416,,-0.041545012165450076,,2.331486530121588,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,1.7075298093168696,,-0.06362530413625309,,1.4525279427403834,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.2340233627063224,,-0.06684914841849146,,1.0876623128732668,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,2.97550026648236,,-0.0004866180048661989,,2.127665901286675,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,1.6027597362615187,,-0.002189781021897791,,1.3236443524603243,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.1296868766782637,,-0.0023722627737226276,,0.9957089578654105,
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,1.5522265597824414,0.02371786595162975,-0.05196167883211679,0.002921133319996761,1.0971906925977883,0.04010444657409637
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,1.1170920269686158,0.032965389731642154,-0.09076946472019462,0.01529047343723711,0.8271386508525824,0.021904719955572145
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.8179576201069819,0.022278431258268415,-0.1265358880778589,0.01127459794954985,0.7289624409479838,0.015278228301091188
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,3.293024784198751,0.05273207418638434,0.018293795620437994,0.0002911882931132545,1.914888681283044,0.010531294459031015
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,1.9392967149479328,0.023877780750963716,0.03423053527980535,0.0005194115351763641,1.2145198820952785,0.005736146586462274
hydro-531_basin_list.txt,03280700_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.428862230122597,0.0073502566008975985,0.056249999999999994,0.0013909593201553371,0.9209714106725762,0.0012892084946163735
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,3.3369931552169385,,0.015024330900243313,,1.358588922329229,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,1.8778037994991255,,0.024270072992700703,,0.9254461871358111,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.2880989518152537,,0.027128953771289516,,0.7222001350617727,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,2.1780336745572786,,-0.035766423357664265,,1.2915011342148095,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,1.339220523652949,,-0.050243309002433095,,0.8993998135359609,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,0.9708555496123296,,-0.051034063260340684,,0.7063211298560242,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,2.3432747697380627,,-0.0677007299270073,,1.4921785305829722,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,1.3738418577325024,,-0.06666666666666662,,0.9846465449161044,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.0721269148943489,,-0.0604622871046229,,0.7648670858871993,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,2.5826282865410883,,-0.0004866180048661989,,1.240195530308116,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,1.528373962354341,,-0.004014598540145936,,0.8674669113234501,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.066601261242753,,-0.005109489051094901,,0.6863611626568337,
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,1.3628742080544396,0.08725528088173365,-0.04572688564476886,0.015623597037631382,0.7789759230272776,0.0247080727502066
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.1,0.9403050729365897,0.04044081749543455,-0.07670316301703164,0.010824288576674062,0.6332944440928923,0.00874423823263908
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.15,0.7083830960194633,0.02361736642604777,-0.10631082725060828,0.014307070624621302,0.5394290708094204,0.005274258274071008
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.05,2.49794046001604,0.04460803796532176,0.01745742092457421,0.0,1.065550418780242,0.011334801565523437
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.1,1.514819893310721,0.009490256654154485,0.04038929440389297,0.0007023725902550504,0.7253083089566104,0.0030807457958830966
hydro-531_basin_list.txt,03281500_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,spic,0.15,1.1230850302389939,0.009046931362520506,0.06461374695863747,0.001779911786909895,0.570760301888865,0.0019736048955892958
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.05,4.102861295415682,,0.0028588807785888265,,2.29873985558218,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.1,2.110289436277827,,0.0017639902676398755,,1.5101063740779612,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,default-conformal,0.15,1.4265627180137774,,0.0009732360097323978,,1.151636524887425,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.05,3.214034413352355,,-0.02633819951338194,,2.361559706233632,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.1,1.8782936497761384,,-0.03412408759124083,,1.5262370800929512,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,enbpi,0.15,1.2964701426108969,,-0.047992700729927035,,1.1444549555336276,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.05,2.8302892310558443,,-0.04184914841849145,,2.4463115499588297,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.1,2.031751138559223,,-0.03594890510948909,,1.5265964377609378,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,knn,0.15,1.497915393552786,,-0.0784063260340633,,1.206226625731212,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.05,3.7171420734149114,,0.00012165450121655319,,2.2416620474249815,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.1,2.068974065592109,,-0.003102189781021919,,1.4624539647488801,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,nexcp,0.15,1.4209644360481388,,-0.0026763990267640037,,1.1197104306019579,
hydro-531_basin_list.txt,03285000_regression_camels_9y_seed10_1601_092104_staticsTrue,precomputed-nh,ourmodel,0.05,2.115668819396963,0.14831330925322858,-0.026262165450121652,0.00801741852153108,1.2157383977181206,0.042115708657202745
